MDS_Building_ID,Building_Name,Building_TYPE_NM,Building_State_Code,County - State,Parent_Building_ID,Parent_Building_Name,Building_Enrollment,ORGN_ID,ORGN_NM,Learners # Reading,Learners # Registered,Learners # RWF,DateAddedToAcct,IsOrgnActive,ACCT_ID,EXPIRE_DT,Acct_nm,MBR_STS_TYPE_NM,GRANT_IND,ACCT_ENTL_TYPE_NM,Seats_Purchased,TEST_ACCT_IND,Is Cust,LOWGRADE,HIGHGRADE,PK,K-2 Grade,3-5 Grade,6-8 Grade,9-12 Grade,ZIPMETRO,Sch EASI 1-8,Dis EASI 1-8,PRI Rank,County Rating 1-8,ESP,Reading 3 Ptile,Reading 4 Ptile,Reading 5 Ptile,Reading 6 Ptile,Reading 7 Ptile,Reading 8 Ptile,Health,Dist Health,Marketing Eng Score,Score,Ptile Rank
61335,Fremont Christian School,Private Schools,CA,"ALAMEDA, CA",,,1200,136209,FREMONT CHRISTIAN SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,PK,12,1,1,1,1,1,S,6,,,8,,,,,,,,,,,,
67432,Valley Christian Jshs,Private Schools,CA,"ALAMEDA, CA",,,555,138448,VALLEY CHRISTIAN JSHS,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,PK,12,1,1,1,1,1,S,7,,,8,,,,,,,,,,,,
86585,Diocese Of Oakland Ed Office,Diocesan Offices,CA,"ALAMEDA, CA",,,17000,13624,DIOCESE OF OAKLAND ED OFFICE,,,,10/4/16 15:57,FALSE,246670,12/31/19 0:00,HOLY NAMES HIGH SCHOOL,Enrolled,FALSE,Site License,,FALSE,0,PK,12,1,1,1,1,1,U,,,,8,3,,,,,,,,,,,
96859,Quarry Lane School,Private Schools,CA,"ALAMEDA, CA",,,200,139166,QUARRY LANE SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,PK,12,1,1,1,1,1,S,6,,,8,,,,,,,,,,,,
14065,Muhammed University Of Islam,Private Schools,CA,"ALAMEDA, CA",,,161,150049,MUHAMMED UNIVERSITY OF ISLAM,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,12,0,1,1,1,1,U,3,,,8,,,,,,,,,,,,
15466,Nea Community Learning Center,Public Schools,CA,"ALAMEDA, CA",20362,Alameda Unified School District,528,,,,,,,,,,,,,,,,0,K,12,0,1,1,1,1,S,5,4,5,8,4,1,1,1,-1,-2,1,,,6,,
24913,Union City Christian Academy,Private Schools,CA,"ALAMEDA, CA",,,79,147496,UNION CITY CHRISTIAN ACADEMY,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,12,0,1,1,1,1,S,6,,,8,,,,,,,,,,,,
29189,Sojourner Truth Independent Study/Elp,Public Schools,CA,"ALAMEDA, CA",29915,Oakland Usd High School Area,317,,,,,,,,,,,,,,,,0,K,12,0,1,1,1,1,U,5,4,,8,,,,,,,,,,,,
32877,Decoto School For Independent Study,Public Schools,CA,"ALAMEDA, CA",104682,New Haven Unified School District,130,,,,,,,,,,,,,,,,0,K,12,0,1,1,1,1,S,3,3,,8,,,,,,,,,,,,
39527,Patten Academy,Private Schools,CA,"ALAMEDA, CA",,,151,132622,PATTEN ACADEMY,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,12,0,1,1,1,1,U,3,,,8,,,,,,,,,,,,
40187,Ca Connections Acad-North Bay,Public Schools,CA,"ALAMEDA, CA",112425,Middletown Unified School District,400,,,,,,,,,,,,,,,,0,K,12,0,1,1,1,1,S,5,5,,8,,,,,,,,,,,,
50435,Clara Mohammad School,Private Schools,CA,"ALAMEDA, CA",,,37,151651,CLARA MOHAMMAD SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,12,0,1,1,1,1,U,2,,,8,,,,,,,,,,,,
63031,St Andrew Baptist School,Private Schools,CA,"ALAMEDA, CA",,,45,136666,ST ANDREW BAPTIST SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,12,0,1,1,1,1,U,5,,,8,,,,,,,,,,,,
64381,Applied Scholastics Academy Eb,Private Schools,CA,"ALAMEDA, CA",,,15,,,,,,,,,,,,,,,,0,K,12,0,1,1,1,1,S,5,,,8,,,,,,,,,,,,
91301,Head-Royce School,Private Schools,CA,"ALAMEDA, CA",,,875,128161,HEAD-ROYCE SCHOOL,104,31,4,5/22/17 16:15,TRUE,308856,6/30/20 0:00,HEAD-ROYCE SCHOOL,Enrolled,FALSE,Site License,,FALSE,1,K,12,0,1,1,1,1,U,6,,,8,,,,,,,,,,,8.7,6
95326,Circle Of Independent Learning Center,Public Schools,CA,"ALAMEDA, CA",70819,Fremont Unif School District,339,60613,CIRCLE OF INDEPENDENT LRNG CTR,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,12,0,1,1,1,1,S,6,6,,8,,,2,2,2,1,1,,,,,
80178,Purple Lotus Buddist School,Private Schools,CA,"ALAMEDA, CA",,,28,146584,PURPLE LOTUS BUDDIST SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,1,12,0,1,1,1,1,S,7,,,8,,,,,,,,,,,,
6178,Impact Academy Of Arts And Tech,Public Schools,CA,"ALAMEDA, CA",71247,Hayward Unified School District,584,126141,IMPACT ACADEMY OF ARTS & TECH,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,6,12,0,0,0,1,1,U,4,3,5,8,4,,,,,1,-1,,,3,,
17475,Aspire Golden St College Prep Acad,Public Schools,CA,"ALAMEDA, CA",83611,Oakland Unified School District,571,,,,,,,,,,,,,,,,0,6,12,0,0,0,1,1,U,2,4,,8,,,,,-1,-1,-1,,,,,
24658,Redwood Christian Middle High School,Private Schools,CA,"ALAMEDA, CA",,,324,150287,REDWOOD CHRN MIDDLE HIGH SCH,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,6,12,0,0,0,1,1,S,6,,,8,,,,,,,,,,,,
28944,East Bay Innovation Academy,Public Schools,CA,"ALAMEDA, CA",83611,Oakland Unified School District,450,,,,,,,,,,,,,,,,0,6,12,0,0,0,1,1,U,7,4,,8,,,,,-1,1,1,,,,,
29597,California Crosspoint Academy,Private Schools,CA,"ALAMEDA, CA",,,210,,,,,,,,,,,,,,,,0,6,12,0,0,0,1,1,U,7,,,8,,,,,,,,,,,,
30916,Tilden Preparatory School,Private Schools,CA,"ALAMEDA, CA",,,145,149819,Tilden Preparatory School,38,0,0,9/30/14 16:15,TRUE,121606,7/16/18 0:00,Tilden Preparatory School,Expired,FALSE,Site License,,FALSE,0,6,12,0,0,0,1,1,S,5,,,8,,,,,,,,,,,,
71189,Encinal High School And Jr Jets,Public Schools,CA,"ALAMEDA, CA",20362,Alameda Unified School District,1343,19117,ENCINAL HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,6,12,0,0,0,1,1,S,4,4,5,8,4,,,,1,1,1,,,6,,
80442,Alameda Community Learning Center,Public Schools,CA,"ALAMEDA, CA",20362,Alameda Unified School District,374,61298,Alameda Community Learning Ctr,33,2,0,5/11/16 17:08,TRUE,190542,6/30/20 0:00,Alameda Community Learning Center,Enrolled,FALSE,Site License,,FALSE,1,6,12,0,0,0,1,1,S,5,4,5,8,4,,,,2,1,2,,,6,6.2,5
81867,Life Academy,Public Schools,CA,"ALAMEDA, CA",29915,Oakland Usd High School Area,471,,,,,,,,,,,,,,,,0,6,12,0,0,0,1,1,U,1,4,,8,,,,,-2,-2,-1,,,,,
82754,Coliseum College Prep Academy,Public Schools,CA,"ALAMEDA, CA",29915,Oakland Usd High School Area,475,125813,COLISEUM COLLEGE PREP ACADEMY,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,6,12,0,0,0,1,1,U,2,4,,8,,,,,-1,1,-2,,,,,
83340,Oakland Military Institute,Public Schools,CA,"ALAMEDA, CA",83611,Oakland Unified School District,683,124375,OAKLAND MILITARY INSTITUTE,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,6,12,0,0,0,1,1,U,5,4,,8,,,,,-2,-2,-1,,,,,
93837,Aspire Lionel Wilson College Prep,Public Schools,CA,"ALAMEDA, CA",83611,Oakland Unified School District,515,124645,LIONEL WILSON CLG PREP ACAD,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,6,12,0,0,0,1,1,U,2,4,,8,,,,,-2,-1,-1,,,,,
94493,Oakland School For The Arts,Public Schools,CA,"ALAMEDA, CA",83611,Oakland Unified School District,779,99241,OAKLAND SCHOOL FOR THE ARTS,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,6,12,0,0,0,1,1,U,6,4,,8,,,,,2,1,2,,,,,
108645,Bay Area Technology School,Public Schools,CA,"ALAMEDA, CA",83611,Oakland Unified School District,294,,,,,,,,,,,,,,,,0,6,12,0,0,0,1,1,U,4,4,,8,,,,,-2,-1,-2,,,,,
109030,Community Day School,Public Schools,CA,"ALAMEDA, CA",29915,Oakland Usd High School Area,45,99944,COMMUNITY DAY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,6,12,0,0,0,1,1,U,4,4,,8,,,,,,,,,,,,
114638,Madison Park Upper Campus,Public Schools,CA,"ALAMEDA, CA",29915,Oakland Usd High School Area,768,,,,,,,,,,,,,,,,0,6,12,0,0,0,1,1,U,3,4,,8,,,,,-2,-2,-2,,,,,
30445,Alsion Mont Mid-High School,Private Schools,CA,"ALAMEDA, CA",,,79,155398,ALSION MONT MID-HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,7,12,0,0,0,1,1,S,7,,,8,,,,,,,,,,,,
68583,Robertson High School Vista Alternative,Public Schools,CA,"ALAMEDA, CA",70819,Fremont Unif School District,50,,,,,,,,,,,,,,,,0,7,12,0,0,0,1,1,S,7,6,,8,,,,,,,,,,,,
121358,Hayward Community School,County Operated Schools,CA,"ALAMEDA, CA",106578,Alameda County Office Of Education,73,58068,HAYWARD CMTY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,7,12,0,0,0,1,1,U,4,5,,8,,,,,,,,,,,,
122971,Thunder Road Community School,County Operated Schools,CA,"ALAMEDA, CA",106578,Alameda County Office Of Education,50,122326,THUNDER ROAD CMTY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,8,12,0,0,0,1,1,U,5,5,,8,,,,,,,,,,,,
7002,Kipp King Collegiate High School,Public Schools,CA,"ALAMEDA, CA",139322,KIPP Bay Area PCS,591,126173,KIPP KING COLLEGIATE HS,,,,4/20/18 16:50,FALSE,326791,6/30/20 0:00,SAN LORENZO UNIFIED SCHOOL DISTRICT,Enrolled,FALSE,Site License,,FALSE,0,9,12,0,0,0,0,1,S,5,4,1,8,5,,,,,,,,,,,
8863,Lighthouse Community Charter High School,Public Schools,CA,"ALAMEDA, CA",83611,Oakland Unified School District,260,81476,LIGHTHOUSE CMTY CHTR HIGH SCH,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,U,1,4,,8,,,,,,,,,,,,
9088,Oakland International High School,Public Schools,CA,"ALAMEDA, CA",29915,Oakland Usd High School Area,360,126274,OAKLAND INT'L HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,U,3,4,,8,,,,,,,,,,,,
9089,Arise High School,Public Schools,CA,"ALAMEDA, CA",83611,Oakland Unified School District,274,63322,ARISE HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,U,2,4,,8,,,,,,,,,,,,
20927,Emery Secondary School,Public Schools,CA,"ALAMEDA, CA",71246,Emery Unified School District,177,66873,EMERY SECONDARY SCHOOL,2,0,0,9/19/13 18:15,TRUE,96502,1/16/19 0:00,Emery Unified School District,On Hold,FALSE,Intro Package,10,FALSE,0,9,12,0,0,0,0,1,U,6,6,,8,,,,,,,,,,,,
20967,Castro Valley High School,Public Schools,CA,"ALAMEDA, CA",70818,Castro Valley Unified School District,2920,23385,CASTRO VALLEY HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,7,6,,8,,,,,,,,,,,,
21283,Hayward High School,Public Schools,CA,"ALAMEDA, CA",71247,Hayward Unified School District,1576,48647,HAYWARD HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,3,3,5,8,4,,,,,,,,,3,,
21284,Mt Eden High School,Public Schools,CA,"ALAMEDA, CA",71247,Hayward Unified School District,2007,90681,MT EDEN HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,U,5,3,5,8,4,,,,,,,,,3,,
22253,American High School,Public Schools,CA,"ALAMEDA, CA",70819,Fremont Unif School District,2200,23388,AMERICAN HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,6,6,,8,,,,,,,,,,,,
22286,Tennyson High School,Public Schools,CA,"ALAMEDA, CA",71247,Hayward Unified School District,1394,67806,TENNYSON HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,U,3,3,5,8,4,,,,,,,,,3,,
24043,Realm Charter High School,Public Schools,CA,"ALAMEDA, CA",19616,Berkeley Unified School District,347,,,,,,,,,,,,,,,,0,9,12,0,0,0,0,1,U,3,4,,8,,,,,,,,,,,,
25028,Crossroads Independent High School,Public Schools,CA,"ALAMEDA, CA",104681,Newark Unified School District,55,102470,CROSSROADS INDEPENDENT HS,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,3,4,,8,,,,,,,,,,,,
28081,Silver Oak Mont Charter High School,Public Schools,CA,"ALAMEDA, CA",71247,Hayward Unified School District,188,,,,,,,,,,,,,,,,0,9,12,0,0,0,0,1,U,3,3,5,8,4,,,,,,,,,3,,
28958,Gateway To College At Laney College,Public Schools,CA,"ALAMEDA, CA",29915,Oakland Usd High School Area,90,,,,,,,,,,,,,,,,0,9,12,0,0,0,0,1,U,3,4,,8,,,,,,,,,,,,
29120,Livermore Valley Charter Prep High School,State Operated Schools,CA,"ALAMEDA, CA",19817,California Dept Of Education,307,,,,,,,,,,,,,,,,0,9,12,0,0,0,0,1,S,6,5,8,8,8,,,,,,,,,7,,
35963,Robertson High School,Public Schools,CA,"ALAMEDA, CA",70819,Fremont Unif School District,175,67891,ROBERTSON CONT HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,4,6,,8,,,,,,,,,,,,
36936,Bayhill High School,Private Schools,CA,"ALAMEDA, CA",,,70,156715,Bayhill High School,,,,11/11/12 18:12,TRUE,1060,12/31/13 0:00,Bayhill High School,Expired,FALSE,Intro Package,20,FALSE,0,9,12,0,0,0,0,1,U,6,,,8,,,,,,,,,,,,
36936,Bayhill High School,Private Schools,CA,"ALAMEDA, CA",,,70,155627,Bayhill High School,,,,11/11/12 18:10,TRUE,1060,12/31/13 0:00,Bayhill High School,Expired,FALSE,Intro Package,20,FALSE,0,9,12,0,0,0,0,1,U,6,,,8,,,,,,,,,,,,
39825,Irvington High School,Public Schools,CA,"ALAMEDA, CA",70819,Fremont Unif School District,2249,23393,IRVINGTON HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,6,6,,8,,,,,,,,,,,,
40193,John F Kennedy High School,Public Schools,CA,"ALAMEDA, CA",70819,Fremont Unif School District,1385,66877,JOHN F KENNEDY HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,6,6,,8,,,,,,,,,,,,
41239,Mission San Jose High School,Public Schools,CA,"ALAMEDA, CA",70819,Fremont Unif School District,2003,66879,MISSION SAN JOSE HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,6,6,,8,,,,,,,,,,,,
41244,Washington High School,Public Schools,CA,"ALAMEDA, CA",70819,Fremont Unif School District,1897,19248,WASHINGTON HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,6,6,,8,,,,,,,,,,,,
42778,Covah Conserv Vocal Institute Arts,Public Schools,CA,"ALAMEDA, CA",83611,Oakland Unified School District,58,,,,,,,,,,,,,,,,0,9,12,0,0,0,0,1,U,6,4,,8,,,,,,,,,,,,
49707,Street Academy,Public Schools,CA,"ALAMEDA, CA",29915,Oakland Usd High School Area,100,69052,STREET ACADEMY,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,U,5,4,,8,,,,,,,,,,,,
52366,Amador Valley High School,Public Schools,CA,"ALAMEDA, CA",83395,Pleasanton Unified School District,2648,72406,AMADOR VALLEY HIGH SCHOOL,118,32,5,12/18/13 14:55,TRUE,102276,8/31/20 0:00,PLEASANTON UNIFIED SCHOOLS,Enrolled,FALSE,Site License,,FALSE,1,9,12,0,0,0,0,1,U,8,8,1,8,5,,,,,,,,,8,13.35,7
52367,Foothill High School,Public Schools,CA,"ALAMEDA, CA",83395,Pleasanton Unified School District,2148,92828,FOOTHILL HIGH SCHOOL,50,16,0,12/18/13 14:55,TRUE,102276,8/31/20 0:00,PLEASANTON UNIFIED SCHOOLS,Enrolled,FALSE,Site License,,FALSE,1,9,12,0,0,0,0,1,U,8,8,1,8,5,,,,,,,,,8,7.25,5
53831,Dublin High School,Public Schools,CA,"ALAMEDA, CA",104232,Dublin Unified School District,2499,51031,DUBLIN HIGH SCHOOL,1,1,1,5/29/18 15:48,TRUE,328532,6/30/20 0:00,DUBLIN UNIFIED SCHOOL DISTRICT,Enrolled,FALSE,Intro Package,10,FALSE,1,9,12,0,0,0,0,1,S,8,7,5,8,4,,,,,,,,,7,5.5,5
60069,Village High School,Public Schools,CA,"ALAMEDA, CA",83395,Pleasanton Unified School District,101,51263,VILLAGE HIGH SCHOOL,,,,12/18/13 14:55,TRUE,102276,8/31/20 0:00,PLEASANTON UNIFIED SCHOOLS,Enrolled,FALSE,Site License,,FALSE,1,9,12,0,0,0,0,1,U,7,8,1,8,5,,,,,,,,,8,6,5
68114,Millenium High School,Public Schools,CA,"ALAMEDA, CA",83396,Piedmont Unified School District,68,93812,MILLENIUM HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,8,8,,8,,,,,,,,,,,,
70409,Berkeley High School,Public Schools,CA,"ALAMEDA, CA",19616,Berkeley Unified School District,3018,66869,BERKELEY HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,U,4,4,,8,,,,,,,,,,,,
70457,Island High School,Public Schools,CA,"ALAMEDA, CA",20362,Alameda Unified School District,163,,,,,,,,,,,,,,,,0,9,12,0,0,0,0,1,S,2,4,5,8,4,,,,,,,,,6,,
70527,Alameda High School,Public Schools,CA,"ALAMEDA, CA",20362,Alameda Unified School District,1786,19116,ALAMEDA HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,4,4,5,8,4,,,,,,,,,6,,
72360,Albany High School,Public Schools,CA,"ALAMEDA, CA",19615,Albany Unified School District,1164,66868,ALBANY HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,6,6,,8,,,,,,,,,,,,
72360,Albany High School,Public Schools,CA,"ALAMEDA, CA",19615,Albany Unified School District,1164,68401,ALBANY ADULT SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,6,6,,8,,,,,,,,,,,,
77962,Leadership Public School Hward,Public Schools,CA,"ALAMEDA, CA",71247,Hayward Unified School District,578,,,,,,,,,,,,,,,,0,9,12,0,0,0,0,1,U,3,3,5,8,4,,,,,,,,,3,,
78293,Mcclymonds High School,Public Schools,CA,"ALAMEDA, CA",29915,Oakland Usd High School Area,372,62548,MCCLYMONDS HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,U,6,4,,8,,,,,,,,,,,,
78294,Lps Oakland R&D Campus,Public Schools,CA,"ALAMEDA, CA",83611,Oakland Unified School District,353,,,,,,,,,,,,,,,,0,9,12,0,0,0,0,1,U,3,4,,8,,,,,,,,,,,,
81017,Envision Acad Of Arts And Tech,County Operated Schools,CA,"ALAMEDA, CA",106578,Alameda County Office Of Education,403,125696,ENVISION ACAD OF ARTS & TECH,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,U,4,5,,8,,,,,,,,,,,,
81682,East Bay Arts High School,Public Schools,CA,"ALAMEDA, CA",91330,San Lorenzo Unified School District,226,62866,EAST BAY ARTS HIGH SCHOOL,,,,4/20/18 16:50,TRUE,326791,6/30/20 0:00,SAN LORENZO UNIFIED SCHOOL DISTRICT,Enrolled,FALSE,Site License,,FALSE,1,9,12,0,0,0,0,1,S,4,4,1,8,5,,,,,,,,,6,0,0
82626,Alternatives In Action Cs,Public Schools,CA,"ALAMEDA, CA",20362,Alameda Unified School District,171,,,,,,,,,,,,,,,,0,9,12,0,0,0,0,1,U,1,4,5,8,4,,,,,,,,,6,,
82788,American Indian Public Cs High School,Public Schools,CA,"ALAMEDA, CA",83611,Oakland Unified School District,260,,,,,,,,,,,,,,,,0,9,12,0,0,0,0,1,U,5,4,,8,,,,,,,,,,,,
83972,Arroyo High School,Public Schools,CA,"ALAMEDA, CA",91330,San Lorenzo Unified School District,1780,19286,ARROYO HIGH SCHOOL,52,8,0,4/20/18 16:49,TRUE,326791,6/30/20 0:00,SAN LORENZO UNIFIED SCHOOL DISTRICT,Enrolled,FALSE,Site License,,FALSE,1,9,12,0,0,0,0,1,S,5,4,1,8,5,,,,,,,,,6,12.95,7
84190,San Lorenzo High School,Public Schools,CA,"ALAMEDA, CA",91330,San Lorenzo Unified School District,1394,23429,SAN LORENZO HIGH SCHOOL,13,5,3,4/20/18 16:52,TRUE,326791,6/30/20 0:00,SAN LORENZO UNIFIED SCHOOL DISTRICT,Enrolled,FALSE,Site License,,FALSE,1,9,12,0,0,0,0,1,S,3,4,1,8,5,,,,,,,,,6,5.7,5
85245,San Leandro High School,Public Schools,CA,"ALAMEDA, CA",83397,San Leandro Unified School District,2608,19285,SAN LEANDRO HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,U,4,4,5,8,4,,,,,,,,,4,,
85245,San Leandro High School,Public Schools,CA,"ALAMEDA, CA",83397,San Leandro Unified School District,2608,48952,SAN LEANDRO ADULT SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,U,4,4,5,8,4,,,,,,,,,4,,
86824,Oakland Unity High School,Public Schools,CA,"ALAMEDA, CA",83611,Oakland Unified School District,345,79755,OAKLAND UNITY HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,U,4,4,,8,,,,,,,,,,,,
87561,Horizon School Age Parent Program,Public Schools,CA,"ALAMEDA, CA",83395,Pleasanton Unified School District,25,,,,,,,,,,,,,,,,0,9,12,0,0,0,0,1,U,8,8,1,8,5,,,,,,,,,8,,
89664,Holy Names High School,Catholic Schools,CA,"ALAMEDA, CA",86585,Diocese Of Oakland Ed Office,225,19155,HOLY NAMES HIGH SCHOOL,77,24,3,10/4/16 15:57,TRUE,246670,12/31/19 0:00,HOLY NAMES HIGH SCHOOL,Enrolled,FALSE,Site License,,FALSE,1,9,12,0,0,0,0,1,U,7,5,6,8,3,,,,,,,,,7,9.7,6
89689,St Elizabeth High School,Catholic Schools,CA,"ALAMEDA, CA",86585,Diocese Of Oakland Ed Office,169,19296,ST ELIZABETH HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,U,3,5,6,8,3,,,,,,,,,7,,
89861,Bishop O'Dowd High School,Catholic Schools,CA,"ALAMEDA, CA",86585,Diocese Of Oakland Ed Office,1096,23431,BISHOP ODOWD HIGH SCHOOL,94,11,0,8/5/15 12:23,TRUE,171920,6/30/20 0:00,Bishop ODowd High School,Enrolled,FALSE,Site License,,FALSE,1,9,12,0,0,0,0,1,U,6,5,6,8,3,,,,,,,,,7,5.7,5
89870,St Mary'S College High School,Catholic Schools,CA,"ALAMEDA, CA",86585,Diocese Of Oakland Ed Office,623,66929,ST MARY'S COLLEGE HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,7,5,6,8,3,,,,,,,,,7,,
89907,St Joseph-Notre Dame High School,Catholic Schools,CA,"ALAMEDA, CA",86585,Diocese Of Oakland Ed Office,550,19301,ST JOSEPH-NOTRE DAME HIGH SCH,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,6,5,6,8,3,,,,,,,,,7,,
90043,Moreau Catholic High School,Catholic Schools,CA,"ALAMEDA, CA",86585,Diocese Of Oakland Ed Office,925,19293,MOREAU CATHOLIC HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,U,5,5,6,8,3,,,,,,,,,7,,
91440,College Preparatory School,Private Schools,CA,"ALAMEDA, CA",,,350,127864,COLLEGE PREPARATORY SCHOOL,8,2,0,3/27/18 14:05,TRUE,325592,6/30/20 0:00,COLLEGE PREPARATORY SCHOOL,Enrolled,FALSE,Intro Package,10,FALSE,1,9,12,0,0,0,0,1,U,6,,,8,,,,,,,,,,,2,2
92235,Brenkwitz Cont High School,Public Schools,CA,"ALAMEDA, CA",71247,Hayward Unified School District,240,74136,BRENKWITZ ALT HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,4,3,5,8,4,,,,,,,,,3,,
94471,Vineyard Alternative High School,Public Schools,CA,"ALAMEDA, CA",105511,Livermore Valley Joint Unif School District,131,74368,VINEYARD HIGH SCHOOL,10,2,0,11/20/17 15:35,TRUE,319583,6/30/20 0:00,LIVERMORE VALLEY JOINT UNIF SD,Enrolled,FALSE,Site License,,FALSE,1,9,12,0,0,0,0,1,S,5,5,1,8,5,,,,,,,,,8,4.3,4
95710,Newark Memorial High School,Public Schools,CA,"ALAMEDA, CA",104681,Newark Unified School District,1703,23403,NEWARK MEMORIAL HIGH SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,9,12,0,0,0,0,1,S,3,4,,8,,,,,,,,,,,,
