MDS_Building_ID,Building_Name,Building_TYPE_NM,Building_State_Code,County - State,Parent_Building_ID,Parent_Building_Name,Building_Enrollment,ORGN_ID,ORGN_NM,Learners # Reading,Learners # Registered,Learners # RWF,DateAddedToAcct,IsOrgnActive,ACCT_ID,EXPIRE_DT,Acct_nm,MBR_STS_TYPE_NM,GRANT_IND,ACCT_ENTL_TYPE_NM,Seats_Purchased,TEST_ACCT_IND,Is Cust,LOWGRADE,HIGHGRADE,PK,K-2 Grade,3-5 Grade,6-8 Grade,9-12 Grade,ZIPMETRO,Sch EASI 1-8,Dis EASI 1-8,PRI Rank,County Rating 1-8,ESP,Reading 3 Ptile,Reading 4 Ptile,Reading 5 Ptile,Reading 6 Ptile,Reading 7 Ptile,Reading 8 Ptile,Health,Dist Health,Marketing Eng Score,Score,Ptile Rank
106328,Horace Mann School,Public Schools,CA,"LOS ANGELES, CA",112430,Beverly Hills Unified School District,533,67180,HORACE MANN SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,6,7,,8,,1,2,1,2,2,2,,,,,
106329,El Rodeo Elementary School,Public Schools,CA,"LOS ANGELES, CA",112430,Beverly Hills Unified School District,643,67179,EL RODEO ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,8,7,,8,,,,,,,,,,,,
106330,Hawthorne School,Public Schools,CA,"LOS ANGELES, CA",112430,Beverly Hills Unified School District,620,19782,HAWTHORNE SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,8,7,,8,,2,2,1,2,1,1,,,,,
106597,Emery Park Elementary School,Public Schools,CA,"LOS ANGELES, CA",112429,Alhambra Unified School District,454,19617,EMERY PARK ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,4,4,,8,,-1,1,1,1,1,1,,,,,
106598,Brightwood Elementary School,Public Schools,CA,"LOS ANGELES, CA",112429,Alhambra Unified School District,947,19761,BRIGHTWOOD ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,5,4,,8,,2,1,2,2,2,2,,,,,
106599,Ramona Elementary School,Public Schools,CA,"LOS ANGELES, CA",112429,Alhambra Unified School District,876,19620,RAMONA ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,6,4,,8,,1,1,1,1,2,2,,,,,
106600,Park Elementary School,Public Schools,CA,"LOS ANGELES, CA",112429,Alhambra Unified School District,752,19763,PARK ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,2,4,,8,,1,2,1,2,1,2,,,,,
106601,Monterey Highlands Elementary School,Public Schools,CA,"LOS ANGELES, CA",112429,Alhambra Unified School District,971,19762,MONTEREY HIGHLANDS ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,4,4,,8,,2,2,1,2,2,2,,,,,
106689,Ynez Elementary School,Public Schools,CA,"LOS ANGELES, CA",112429,Alhambra Unified School District,892,19622,YNEZ ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,5,4,,8,,1,1,1,1,1,1,,,,,
106690,Repetto Elementary School,Public Schools,CA,"LOS ANGELES, CA",112429,Alhambra Unified School District,789,,,,,,,,,,,,,,,,0,K,8,0,1,1,1,0,U,5,4,,8,,1,1,2,1,2,2,,,,,
107664,Granada Elementary School,Public Schools,CA,"LOS ANGELES, CA",112429,Alhambra Unified School District,454,19618,GRANADA ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,2,4,,8,,-1,-1,1,1,1,1,,,,,
107665,Fremont Elementary School,Public Schools,CA,"LOS ANGELES, CA",112429,Alhambra Unified School District,601,67159,FREMONT ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,2,4,,8,,1,1,1,-1,1,1,,,,,
107666,Martha Baldwin Elementary School,Public Schools,CA,"LOS ANGELES, CA",112429,Alhambra Unified School District,1106,67162,MARTHA BALDWIN ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,5,4,,8,,2,1,1,1,2,2,,,,,
107709,Edgewood Academy,Public Schools,CA,"LOS ANGELES, CA",111106,Bassett Unified School District,591,26415,EDGEWOOD ACADEMY,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,4,4,,8,,1,-1,-1,-1,-1,-1,,,,,
107827,Gorman Elementary School,Public Schools,CA,"LOS ANGELES, CA",120271,Gorman Elementary School District,85,19828,GORMAN ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,R,2,2,,8,,,,-1,,,,,,,,
108029,Ocean Charter School,Public Schools,CA,"LOS ANGELES, CA",31227,La Usd Ld-Independent Charter,506,125221,OCEAN CHARTER SCHOOL,,,,8/11/17 9:57,TRUE,313198,6/30/20 0:00,LAUSD,Enrolled,FALSE,Intro Package,810,FALSE,1,K,8,0,1,1,1,0,U,7,3,8,8,8,1,1,2,1,2,1,,,7,0,0
108038,Durfee-Thompson Elementary School,Public Schools,CA,"LOS ANGELES, CA",119594,El Monte City School District,991,19810,DURFEE-THOMPSON ELEMENTARY SCH,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,2,3,,8,,1,1,1,1,1,1,,,,,
108039,Wright Elementary School,Public Schools,CA,"LOS ANGELES, CA",119594,El Monte City School District,868,19814,WRIGHT ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,2,3,,8,,1,1,1,1,1,1,,,,,
108128,Potrero Elementary School,Public Schools,CA,"LOS ANGELES, CA",119594,El Monte City School District,865,19677,POTRERO ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,3,3,,8,,-1,-1,-1,-1,-1,1,,,,,
108130,Gidley Elementary School,Public Schools,CA,"LOS ANGELES, CA",119594,El Monte City School District,501,19811,GIDLEY ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,2,3,,8,,-1,-1,1,2,1,1,,,,,
108131,Rio Hondo Elementary School,Public Schools,CA,"LOS ANGELES, CA",119594,El Monte City School District,767,67223,RIO HONDO ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,3,3,,8,,-1,-1,1,-1,1,1,,,,,
108296,Lassalette School,Public Schools,CA,"LOS ANGELES, CA",120512,Hacienda-La Puente Usd,656,19832,LASSALETTE SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,3,3,,8,,-1,-1,-1,-1,1,1,,,,,
108298,Valinda School Of Academics,Public Schools,CA,"LOS ANGELES, CA",120512,Hacienda-La Puente Usd,558,26473,VALINDA SCHOOL OF ACADEMICS,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,3,3,,8,,-1,-2,-2,1,-1,1,,,,,
108300,Antelope Elementary School,Public Schools,CA,"LOS ANGELES, CA",119597,Keppel Union School District,362,19966,ANTELOPE ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,R,2,3,,8,,-2,-1,-2,-2,-2,-2,,,,,
108447,Grandview College Prep Acad,Public Schools,CA,"LOS ANGELES, CA",120512,Hacienda-La Puente Usd,584,,,,,,,,,,,,,,,,0,K,8,0,1,1,1,0,S,2,3,,8,,-2,-1,1,-1,-1,-1,,,,,
108486,Frank D Parent Elementary School,Public Schools,CA,"LOS ANGELES, CA",120511,Inglewood Unified School District,539,26482,FRANK D PARENT ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,5,4,,8,,-1,-1,-2,-1,-1,-1,,,,,
108676,Mesa Robles School,Public Schools,CA,"LOS ANGELES, CA",120512,Hacienda-La Puente Usd,1072,19834,MESA ROBLES SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,4,3,,8,,1,1,1,2,2,2,,,,,
108901,La Tijera K-8 Acad Excellence,Public Schools,CA,"LOS ANGELES, CA",120511,Inglewood Unified School District,704,,,,,,,,,,,,,,,,0,K,8,0,1,1,1,0,S,5,4,,8,,1,1,-1,1,-1,-1,,,,,
108921,Cedarlane Academy,Public Schools,CA,"LOS ANGELES, CA",120512,Hacienda-La Puente Usd,579,19830,CEDARLANE ACADEMY,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,3,3,,8,,-1,1,1,1,1,1,,,,,
108927,Alpine Elementary School,Public Schools,CA,"LOS ANGELES, CA",119597,Keppel Union School District,469,26484,ALPINE ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,R,2,3,,8,,-2,-2,-1,-2,-1,-1,,,,,
109317,Alice Ellington Elementary School,Public Schools,CA,"LOS ANGELES, CA",112101,Azusa Unified School District,533,19766,ALICE ELLINGTON ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,3,3,,8,,-1,1,-1,-1,-1,-1,,,,,
109328,Tibby Elementary School,Public Schools,CA,"LOS ANGELES, CA",111431,Compton Unified School District,732,26430,TIBBY ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,5,4,,8,,1,-1,-1,1,1,1,,,,,
109451,Columbia Elementary School,Public Schools,CA,"LOS ANGELES, CA",119594,El Monte City School District,900,26453,COLUMBIA ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,2,3,,8,,-1,-1,1,1,1,1,,,,,
109739,Samuel Gompers K-8 School,Public Schools,CA,"LOS ANGELES, CA",66261,Long Beach Usd - Elementary School Middle School K-8 Area,773,26500,SAMUEL GOMPERS K-8 SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,5,4,,8,,1,-1,-1,-1,-1,-1,,,,,
109879,Hughes-Elizabeth Lakes Un School,Public Schools,CA,"LOS ANGELES, CA",120671,Hughes-Elizabeth Lakes Uesd,200,19708,HUGHES-ELIZABETH LAKES UN SCH,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,R,7,7,,8,,2,1,1,-1,1,-1,,,,,
109886,Hudson K-8 School,Public Schools,CA,"LOS ANGELES, CA",66261,Long Beach Usd - Elementary School Middle School K-8 Area,728,,,,,,,,,,,,,,,,0,K,8,0,1,1,1,0,U,2,4,,8,,1,-1,-1,1,1,1,,,,,
110225,Newcomb Academy,Public Schools,CA,"LOS ANGELES, CA",66261,Long Beach Usd - Elementary School Middle School K-8 Area,882,19993,NEWCOMB ACADEMY,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,6,4,,8,,2,2,1,2,2,1,,,,,
110226,John Muir Academy,Public Schools,CA,"LOS ANGELES, CA",66261,Long Beach Usd - Elementary School Middle School K-8 Area,1101,19864,JOHN MUIR ACADEMY,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,2,4,,8,,1,-1,1,1,2,2,,,,,
110897,Cubberley K-8 School,Public Schools,CA,"LOS ANGELES, CA",66261,Long Beach Usd - Elementary School Middle School K-8 Area,1037,,,,,,,,,,,,,,,,0,K,8,0,1,1,1,0,U,6,4,,8,,2,1,1,1,1,1,,,,,
111461,Tincher Preparatory School,Public Schools,CA,"LOS ANGELES, CA",66261,Long Beach Usd - Elementary School Middle School K-8 Area,748,26509,TINCHER PREPARATORY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,5,4,,8,,2,2,1,2,2,1,,,,,
111701,Pearblossom Elementary School,Public Schools,CA,"LOS ANGELES, CA",119597,Keppel Union School District,356,74910,PEAR BLOSSOM ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,R,4,3,,8,,1,-1,-1,-1,1,1,,,,,
114019,Westside Christian School,Private Schools,CA,"LOS ANGELES, CA",,,220,153159,WESTSIDE CHRISTIAN SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,5,,,8,,,,,,,,,,,,
114088,Weizmann Community Day School,Private Schools,CA,"LOS ANGELES, CA",,,63,153173,WEIZMANN CMTY DAY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,7,,,8,,,,,,,,,,,,
121857,Ybarra Academy Of Arts And Tech,Public Schools,CA,"LOS ANGELES, CA",127887,Rowland Unified School District,687,26714,YBARRA ACADEMY OF ARTS & TECH,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,4,3,,8,,1,1,1,1,1,2,,,,,
122766,Logan Street Elementary School,Public Schools,CA,"LOS ANGELES, CA",33717,La Usd Ld-Central,404,20058,4904-LOGAN STREET ELEMENTARY SCHOOL,,,,8/11/17 9:57,TRUE,313198,6/30/20 0:00,LAUSD,Enrolled,FALSE,Intro Package,810,FALSE,1,K,8,0,1,1,1,0,U,3,3,8,8,8,-2,-2,-2,-1,-2,-1,,,7,5.5,5
122826,Westside Global Awareness Mag,Public Schools,CA,"LOS ANGELES, CA",26787,La Usd Ld-West,388,26556,3311-WESTSIDE GLOBAL AWARENESS MAG,,,,8/11/17 9:57,TRUE,313198,6/30/20 0:00,LAUSD,Enrolled,FALSE,Intro Package,810,FALSE,1,K,8,0,1,1,1,0,U,3,4,7,8,6,1,1,1,1,1,1,,,8,0,0
123084,Wallen L Andrews Elementary School,Public Schools,CA,"LOS ANGELES, CA",127892,Whittier City School District,634,26740,WALLEN L ANDREWS ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,3,2,,8,,1,1,1,1,1,1,,,,,
124025,Utah Street Elementary School,Public Schools,CA,"LOS ANGELES, CA",27651,La Usd Ld-East,463,20074,7370-UTAH STREET ELEMENTARY SCHOOL,,,,8/11/17 9:57,TRUE,313198,6/30/20 0:00,LAUSD,Enrolled,FALSE,Intro Package,810,FALSE,1,K,8,0,1,1,1,0,U,1,2,8,8,8,-1,-1,-1,-1,-2,-1,,,7,0,0
124130,Laurel Elementary School,Public Schools,CA,"LOS ANGELES, CA",26787,La Usd Ld-West,319,67352,4808-LAUREL ELEMENTARY SCHOOL,1,1,0,8/11/17 9:57,TRUE,313198,6/30/20 0:00,LAUSD,Enrolled,FALSE,Intro Package,810,FALSE,1,K,8,0,1,1,1,0,U,5,4,7,8,6,-2,-2,-2,-1,1,1,,,8,6.1,5
124248,Arroyo Seco Museum Science Mag School,Public Schools,CA,"LOS ANGELES, CA",33717,La Usd Ld-Central,552,20078,4322-ARROYO SECO MUSEUM SCI MAG SCH,,,,8/11/17 9:57,TRUE,313198,6/30/20 0:00,LAUSD,Enrolled,FALSE,Intro Package,810,FALSE,1,K,8,0,1,1,1,0,U,3,3,8,8,8,1,1,1,1,-1,1,,,7,0,0
124313,Christ The King School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,240,69882,CHRIST THE KING SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,5,4,6,8,3,,,,,,,,,8,,
124316,St John Bapt De La Salle School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,400,,,,,,,,,,,,,,,,0,K,8,0,1,1,1,0,U,4,4,6,8,3,,,,,,,,,8,,
124459,Holy Name Of Jesus School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,200,26756,HOLY NAME OF JESUS SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,2,4,6,8,3,,,,,,,,,8,,
124612,Divine Saviour School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,157,20992,DIVINE SAVIOUR SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,4,4,6,8,3,,,,,,,,,8,,
124613,Dolores Mission School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,220,20993,DOLORES MISSION SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,2,4,6,8,3,,,,,,,,,8,,
124776,Holy Family Grade School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,300,20345,HOLY FAMILY GRADE SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,3,4,6,8,3,,,,,,,,,8,,
124780,Immaculate Heart Of Mary School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,228,20996,IMMACULATE HEART OF MARY SCH,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,3,4,6,8,3,,,,,,,,,8,,
124789,Nativity Elementary School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,250,20355,NATIVITY ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,6,4,6,8,3,,,,,,,,,8,,
125027,Glen Alta Elementary School,Public Schools,CA,"LOS ANGELES, CA",27651,La Usd Ld-East,183,19951,4137-GLEN ALTA ELEMENTARY SCHOOL,,,,8/11/17 9:57,TRUE,313198,6/30/20 0:00,LAUSD,Enrolled,FALSE,Intro Package,810,FALSE,1,K,8,0,1,1,1,0,U,2,2,8,8,8,-1,1,-2,1,-1,1,,,7,0,0
125159,Beatitudes Of Our Lord School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,300,20337,BEATITUDES OF OUR LORD SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,6,4,6,8,3,,,,,,,,,8,,
125368,Assumption School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,138,20336,ASSUMPTION SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,2,4,6,8,3,,,,,,,,,8,,
125370,Cathedral Chapel School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,282,20339,CATHEDRAL CHAPEL SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,4,4,6,8,3,,,,,,,,,8,,
125372,Holy Family Elementary School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,300,20343,HOLY FAMILY ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,6,4,6,8,3,,,,,,,,,8,,
125373,Guardian Angel School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,230,26754,GUARDIAN ANGEL SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,3,4,6,8,3,,,,,,,,,8,,
125375,Holy Trinity School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,266,20349,HOLY TRINITY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,5,4,6,8,3,,,,,,,,,8,,
125379,Mayfield Junior School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,517,69893,MAYFIELD JUNIOR SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,6,4,6,8,3,,,,,,,,,8,,
125380,Nativity School,Catholic Schools,CA,"LOS ANGELES, CA",121422,Archdiocese Los Angeles Ed Office,310,20356,NATIVITY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,4,4,6,8,3,,,,,,,,,8,,
126715,Chandler School,Private Schools,CA,"LOS ANGELES, CA",,,450,128312,CHANDLER SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,4,,,8,,,,,,,,,,,,
127428,Foothill Country Day School,Private Schools,CA,"LOS ANGELES, CA",,,220,127868,FOOTHILL COUNTRY DAY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,6,,,8,,,,,,,,,,,,
128046,Laurel Hall School,Private Schools,CA,"LOS ANGELES, CA",,,440,128029,LAUREL HALL SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,4,,,8,,,,,,,,,,,,
128049,Rolling Hills Country Day School,Private Schools,CA,"LOS ANGELES, CA",,,400,128171,ROLLING HILLS COUNTRY DAY SCH,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,6,,,8,,,,,,,,,,,,
128053,Cheder Menachem School,Private Schools,CA,"LOS ANGELES, CA",,,210,128179,CHEDER MENACHEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,6,,,8,,,,,,,,,,,,
128063,First Lutheran School,Private Schools,CA,"LOS ANGELES, CA",,,70,128024,FIRST LUTHERAN SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,6,,,8,,,,,,,,,,,,
128284,Wilmington Christian School,Private Schools,CA,"LOS ANGELES, CA",,,70,128180,WILMINGTON CHRISTIAN SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,2,,,8,,,,,,,,,,,,
128616,Yavneh Academy,Private Schools,CA,"LOS ANGELES, CA",,,500,128176,YAVNEH ACADEMY,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,,2,,,8,,,,,,,,,,,,
129244,Maria Regina School,Private Schools,CA,"LOS ANGELES, CA",,,250,20352,MARIA REGINA SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,5,,,8,,,,,,,,,,,,
131168,Hollydale School,Public Schools,CA,"LOS ANGELES, CA",120295,Paramount Unified School District,1048,26686,HOLLYDALE SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,2,3,,8,,1,-1,1,-1,1,1,,,,,
131618,Rosewood Park School,Public Schools,CA,"LOS ANGELES, CA",120209,Montebello Unified School District,818,26676,ROSEWOOD PARK SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,S,1,2,,8,,-2,-1,-1,-1,-2,-1,,,,,
131624,Daniel Webster School,Public Schools,CA,"LOS ANGELES, CA",120294,Pasadena Unified School District,502,67467,DANIEL WEBSTER SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,6,4,,8,,1,1,1,,,,,,,,
132233,Norma Coombs Alternative Elementary School,Public Schools,CA,"LOS ANGELES, CA",120294,Pasadena Unified School District,427,26689,NORMA COOMBS ALT ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,8,0,1,1,1,0,U,4,4,,8,,-1,1,1,,,,,,,,
12182,Little Harvard Academy,Private Schools,CA,"LOS ANGELES, CA",,,143,149039,LITTLE HARVARD ACADEMY,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,1,8,0,1,1,1,0,U,6,,,8,,,,,,,,,,,,
80410,Chamlian Armenian School,Private Schools,CA,"LOS ANGELES, CA",,,500,137126,CHAMLIAN ARMENIAN SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,1,8,0,1,1,1,0,S,5,,,8,,,,,,,,,,,,
84715,Sol Del Valle Christian School,Private Schools,CA,"LOS ANGELES, CA",,,10,154448,SOL DEL VALLE CHRISTIAN SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,1,8,0,1,1,1,0,U,3,,,8,,,,,,,,,,,,
74479,The Opportunity Program,Public Schools,CA,"LOS ANGELES, CA",119594,El Monte City School District,50,,,,,,,,,,,,,,,,0,2,8,0,1,1,1,0,S,4,3,,8,,,,,,,,,,,,
128618,Le Lycee Francais School,Private Schools,CA,"LOS ANGELES, CA",,,900,128038,LE LYCEE FRANCAIS SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,2,8,0,1,1,1,0,U,5,,,8,,,,,,,,,,,,
14485,Santa Fe Elementary School,Public Schools,CA,"LOS ANGELES, CA",111107,Baldwin Park Unified School District,356,121101,SANTA FE ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,3,8,0,0,1,1,0,S,3,3,,8,,1,1,2,1,2,2,,,,,
38983,Hermosa Valley School,Public Schools,CA,"LOS ANGELES, CA",120270,Hermosa Beach City School District,991,90829,HERMOSA VALLEY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,3,8,0,0,1,1,0,S,6,6,,8,,,2,2,2,2,2,,,,,
