School,Disabilities,File Name,Gen Ed,Resource Specialist,Socioeconomically Disadvantaged
/Users/georgiachanning/LA/SARC_tables/21653916085187_tables.txt,55.17,/Users/georgiachanning/LA/SARC_tables/21653916085187_tables.txt,84.24,"['3.4', '.1']",['6.3']
Harvest Elementary,14.81,/Users/georgiachanning/LA/SARC_tables/15634040106575_tables.txt,52.55,"['2.0', '.1']",['69.1']
 Jose Antonio Estudillo Elementary School San Jacinto,7.25,/Users/georgiachanning/LA/SARC_tables/33672490102715_tables.txt,33.15,Unknown,['75.9']
Eric White Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/10624306007256_tables.txt,43.22,['5.0'],['93.8']
/Users/georgiachanning/LA/SARC_tables/36678766036958_tables.txt,98.36,/Users/georgiachanning/LA/SARC_tables/36678766036958_tables.txt,16.03,Unknown,['94.9']
North Verdemont Elementary School,96.67,/Users/georgiachanning/LA/SARC_tables/36678766110480_tables.txt,51.56,Unknown,['70.9']
Malaga Elementary School,94.12,/Users/georgiachanning/LA/SARC_tables/10621586006043_tables.txt,42.50,"['2.0', '.1']",['87.8']
37 Elementary School rWith Full Credential,3.23,/Users/georgiachanning/LA/SARC_tables/33736766031728_tables.txt,32.28,Unknown,[]
Lopez Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/19649070111047_tables.txt,39.81,['.5'],['98.8']
Ross Valley Elementary School,26.09,/Users/georgiachanning/LA/SARC_tables/21750020124578_tables.txt,844.6,['.5'],['5.7']
Delaine Eastin Elementary School,85.71,/Users/georgiachanning/LA/SARC_tables/01612426118525_tables.txt,73.22,['.8'],['21.3']
Hansen Elementary,30.30,/Users/georgiachanning/LA/SARC_tables/30666966030464_tables.txt,46.23,"['.5', '.1']",['79.5']
District Name Soquel Union Elementary School District,Unknown,/Users/georgiachanning/LA/SARC_tables/44698490126920_tables.txt,Unknown,"['1.0', '.1']",['28.6']
/Users/georgiachanning/LA/SARC_tables/37680986110381_tables.txt,12.90,/Users/georgiachanning/LA/SARC_tables/37680986110381_tables.txt,29.01,Unknown,"['99.37', '0.63', '29.30']"
Baldy Mesa Elementary School,98.77,/Users/georgiachanning/LA/SARC_tables/36739576106710_tables.txt,40.69,Unknown,['69.1']
/Users/georgiachanning/LA/SARC_tables/45701690137117_tables.txt,92.86,/Users/georgiachanning/LA/SARC_tables/45701690137117_tables.txt,70.97,"['4.2', '.1']",['46.3']
Dover Elementary School,98.04,/Users/georgiachanning/LA/SARC_tables/07617966004691_tables.txt,26.32,['2.0'],['96.5']
Valley View Elementary,98.55,/Users/georgiachanning/LA/SARC_tables/19651026023592_tables.txt,40.32,"['3.1', '.1']",['62.6']
/Users/georgiachanning/LA/SARC_tables/37680986038251_tables.txt,15.38,/Users/georgiachanning/LA/SARC_tables/37680986038251_tables.txt,43.91,Unknown,"['95.73', '4.27', '41.09']"
Richland Elementary,37.70,/Users/georgiachanning/LA/SARC_tables/37737916039077_tables.txt,68.48,Unknown,['40.5']
McKinley Elementary,12.50,/Users/georgiachanning/LA/SARC_tables/10739656006944_tables.txt,119.4,Unknown,['86.3']
Charter School,15.79,/Users/georgiachanning/LA/SARC_tables/43696176048045_tables.txt,42.34,['1.0'],['63.9']
Prospect Elementary School,17.95,/Users/georgiachanning/LA/SARC_tables/30666216029912_tables.txt,57.67,"['2.0', '.1']",['83.5']
/Users/georgiachanning/LA/SARC_tables/41689086043673_tables.txt,52.00,/Users/georgiachanning/LA/SARC_tables/41689086043673_tables.txt,87.08,"['0.0', '.1']",['2.7']
Coyle Avenue Elementary School,97.56,/Users/georgiachanning/LA/SARC_tables/34674476034466_tables.txt,31.18,"['3.2', '.1']",['77.5']
/Users/georgiachanning/LA/SARC_tables/56725386100333_tables.txt,2.60,/Users/georgiachanning/LA/SARC_tables/56725386100333_tables.txt,22.09,Unknown,['84.2']
24 Cedar Grove Elementary School,22.22,/Users/georgiachanning/LA/SARC_tables/43694356067193_tables.txt,52.92,['1.0'],['43.4']
Newberry Springs Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/36738906035406_tables.txt,Unknown,['.1'],['84.1']
R J Neutra Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/16638836010318_tables.txt,62.98,"['1.0', '.1']",['52.6']
Mark Twain Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/19646916014906_tables.txt,63.49,"['3.0', '.1']",['70.2']
Del Rey Elementary School Mission Vision State,79.17,/Users/georgiachanning/LA/SARC_tables/07617706004444_tables.txt,664.7,['1.0'],[]
Bill L Williams Elementary School,96.92,/Users/georgiachanning/LA/SARC_tables/15633626113401_tables.txt,52.66,['3.0'],['74.5']
Message rSanta Susana Elementary S,14.29,/Users/georgiachanning/LA/SARC_tables/56726036055776_tables.txt,25.68,Unknown,"['97.62', '2.38', '25.20', '98.41', '1.59', '25.00']"
San Vicente Elementary School,84.85,/Users/georgiachanning/LA/SARC_tables/27754406026686_tables.txt,31.94,['2.2'],['91.3']
/Users/georgiachanning/LA/SARC_tables/56724546055008_tables.txt,5.41,/Users/georgiachanning/LA/SARC_tables/56724546055008_tables.txt,16.35,Unknown,"['97.55', '2.45', '22.01', '2.45', '10.69']"
Pantera Elementary,7.69,/Users/georgiachanning/LA/SARC_tables/19649076120653_tables.txt,76.44,['.5'],['64.4']
Janie P Abbott Elementary School,22.22,/Users/georgiachanning/LA/SARC_tables/19647746020234_tables.txt,48.73,Unknown,['95.0']
Theodore Judah Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/34673306033252_tables.txt,74.70,Unknown,['29.6']
Julian Charter School,Unknown,/Users/georgiachanning/LA/SARC_tables/37681633731239_tables.txt,Unknown,Unknown,['27.8']
Van Duzen Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/53738336053805_tables.txt,Unknown,Unknown,['78.5']
Marshall Elementary School,16.00,/Users/georgiachanning/LA/SARC_tables/01611506090401_tables.txt,869.4,['1.2'],['35.5']
Carriage Drive Elementary School,21.62,/Users/georgiachanning/LA/SARC_tables/34674476034433_tables.txt,34.69,Unknown,['54.6']
/Users/georgiachanning/LA/SARC_tables/37683956040539_tables.txt,1.43,/Users/georgiachanning/LA/SARC_tables/37683956040539_tables.txt,25.50,"['1.5', '.1']",['75.8']
Robert Semple Elementary School,21.43,/Users/georgiachanning/LA/SARC_tables/48705246051015_tables.txt,54.46,Unknown,['43.0']
Vernon Elementary School,2.08,/Users/georgiachanning/LA/SARC_tables/15633216009088_tables.txt,22.59,['1.0'],['94.9']
Diamond Point Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/19649076021828_tables.txt,49.74,['1.0'],['77.3']
Wilson Elementary Scho,17.14,/Users/georgiachanning/LA/SARC_tables/19647746020317_tables.txt,38.24,Unknown,['94.4']
Santa Maria Bonita School District rRice Elementary School,10.20,/Users/georgiachanning/LA/SARC_tables/42691206046056_tables.txt,34.13,Unknown,"['98.95', '1.05', '32.77']"
Calaveras Elementary,6.12,/Users/georgiachanning/LA/SARC_tables/35674706104509_tables.txt,37.02,['2.0'],['80.7']
19 Fremont Unified School District,22.09,/Users/georgiachanning/LA/SARC_tables/01611766090542_tables.txt,225.0,['5.4'],[]
Donald J Meyer Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/43693696046155_tables.txt,47.78,['.1'],['87.8']
TownGate Elementary,11.43,/Users/georgiachanning/LA/SARC_tables/33671240102731_tables.txt,13.4,Unknown,['87.3']
Menlo Park City Elementary,58.14,/Users/georgiachanning/LA/SARC_tables/41689656044168_tables.txt,82.63,Unknown,['10.9']
Humphrey Road Loomis Basin Charter School,34.78,/Users/georgiachanning/LA/SARC_tables/31668450117150_tables.txt,77.89,Unknown,['6.2']
Jacob Wiens Elementary School,7.27,/Users/georgiachanning/LA/SARC_tables/33670826118731_tables.txt,09.4,['4.0'],['96.5']
/Users/georgiachanning/LA/SARC_tables/56724626055099_tables.txt,100.00,/Users/georgiachanning/LA/SARC_tables/56724626055099_tables.txt,29.15,['1.4'],['82.7']
Christa McAuliffe Elementary School,97.92,/Users/georgiachanning/LA/SARC_tables/15633626110001_tables.txt,55.75,"['1.5', '.1']",['58.3']
Howell Mountain Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/28662586026751_tables.txt,Unknown,['1.0'],['56.8']
Lamont Elementary School,16.67,/Users/georgiachanning/LA/SARC_tables/15635606009682_tables.txt,27.27,Unknown,['91.1']
District Name Happy Valley Elementary School District,Unknown,/Users/georgiachanning/LA/SARC_tables/45700110112656_tables.txt,Unknown,Unknown,['60.0']
School Days Topics Dedicated,24.24,/Users/georgiachanning/LA/SARC_tables/56726036055693_tables.txt,45.18,Unknown,"['95.18', '4.82', '32.91', '95.18', '4.82', '35.44']"
/Users/georgiachanning/LA/SARC_tables/37681140115519_tables.txt,Unknown,/Users/georgiachanning/LA/SARC_tables/37681140115519_tables.txt,Unknown,Unknown,['100.0']
District Name Happy Valley Union Elementary School District,Unknown,/Users/georgiachanning/LA/SARC_tables/45700116097703_tables.txt,Unknown,['1.0'],['63.2']
Bay Elementary School,93.75,/Users/georgiachanning/LA/SARC_tables/01613096002505_tables.txt,41.20,"['1.0', '.1']",['53.3']
Gerber Elementary,18.75,/Users/georgiachanning/LA/SARC_tables/52715486053532_tables.txt,29.02,['2.0'],['85.7']
Lime Street Elementary,11.11,/Users/georgiachanning/LA/SARC_tables/36750446106454_tables.txt,24.16,"['3.0', '.1']",['84.3']
Utah Trail Condor Elementary School,39.29,/Users/georgiachanning/LA/SARC_tables/36677776109615_tables.txt,629.6,Unknown,['51.0']
District Name Brawley Elementary School District,99.11,/Users/georgiachanning/LA/SARC_tables/13630736008262_tables.txt,46.83,Unknown,['87.3']
Evergreen Elementary,25.00,/Users/georgiachanning/LA/SARC_tables/43694356047138_tables.txt,80.04,['1.5'],['9.3']
San Geronimo Valley Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/21653596024343_tables.txt,Unknown,Unknown,['7.6']
District NameBuckeye Union Elementary School NameCottonwood,Unknown,/Users/georgiachanning/LA/SARC_tables/09618380139006_tables.txt,Unknown,Unknown,Unknown
Solana Highlands Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/37683876106140_tables.txt,Unknown,Unknown,['4.7']
Orville Wright Elementary,96.49,/Users/georgiachanning/LA/SARC_tables/50711676052781_tables.txt,17.96,"['.7', '.1']",['98.7']
/Users/georgiachanning/LA/SARC_tables/36678766036792_tables.txt,100.00,/Users/georgiachanning/LA/SARC_tables/36678766036792_tables.txt,38.28,Unknown,['96.6']
/Users/georgiachanning/LA/SARC_tables/36678766067078_tables.txt,100.00,/Users/georgiachanning/LA/SARC_tables/36678766067078_tables.txt,56.14,Unknown,['70.1']
/Users/georgiachanning/LA/SARC_tables/36678766036842_tables.txt,96.88,/Users/georgiachanning/LA/SARC_tables/36678766036842_tables.txt,30.51,Unknown,['92.1']
Sierra Linda Elementary,5.17,/Users/georgiachanning/LA/SARC_tables/56725386055388_tables.txt,28.57,Unknown,[]
Arroyo Vista Charter,48.28,/Users/georgiachanning/LA/SARC_tables/37680236116859_tables.txt,83.53,['2.0'],['17.4']
Valhalla Elementary School,24.24,/Users/georgiachanning/LA/SARC_tables/07617546004337_tables.txt,69.92,Unknown,['22.1']
Walnut Elementary,9.09,/Users/georgiachanning/LA/SARC_tables/30665636029029_tables.txt,30.61,['2.0'],['83.8']
Bunch Palms Elementary,10.5,/Users/georgiachanning/LA/SARC_tables/33671736115448_tables.txt,32.57,['1.0'],['94.2']
Mistral Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/43695910132373_18-19_1_tables.txt,Unknown,Unknown,['45.3']
Sutter Elementary School,8.00,/Users/georgiachanning/LA/SARC_tables/07616486003628_tables.txt,40.30,['.1'],['63.2']
Grant Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/01613096002604_tables.txt,32.95,['1.0'],['55.6']
/Users/georgiachanning/LA/SARC_tables/39685936107429_tables.txt,96.59,/Users/georgiachanning/LA/SARC_tables/39685936107429_tables.txt,61.84,Unknown,['44.7']
Oak View Elementary School,25.00,/Users/georgiachanning/LA/SARC_tables/30666136029656_tables.txt,33.33,['2.0'],['95.0']
John L Golden Elementary School,46.55,/Users/georgiachanning/LA/SARC_tables/36677026118467_tables.txt,79.22,"['2.0', '.1']",['28.5']
Arcata Elementary,28.13,/Users/georgiachanning/LA/SARC_tables/12626796007678_tables.txt,48.18,['.5'],['68.6']
Valentine Elementary School,66.67,/Users/georgiachanning/LA/SARC_tables/19649646022529_tables.txt,94.56,Unknown,['4.3']
Creekside Elementary,10.00,/Users/georgiachanning/LA/SARC_tables/27659616115232_tables.txt,37.87,Unknown,['67.6']
Corning Union Elementary,2.94,/Users/georgiachanning/LA/SARC_tables/52714986053490_tables.txt,30.19,Unknown,['88.3']
Montecito Elementary,63.89,/Users/georgiachanning/LA/SARC_tables/42692526045728_tables.txt,87.76,['1.0'],['14.5']
District Name Anaheim Elementary School District,100.00,/Users/georgiachanning/LA/SARC_tables/30664236027346_tables.txt,34.79,"['2.5', '.1']",['86.9']
Bellevue Elementary School,26.09,/Users/georgiachanning/LA/SARC_tables/49706156051585_tables.txt,39.71,['1.0'],['87.7']
Cleo Gordon Elementary School,7.14,/Users/georgiachanning/LA/SARC_tables/48705406051098_tables.txt,25.95,"['1.0', '.1']",['89.5']
/Users/georgiachanning/LA/SARC_tables/42692606045785_tables.txt,14.81,/Users/georgiachanning/LA/SARC_tables/42692606045785_tables.txt,54.56,"['.65', '.1']",['34.4']
Mound Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/56726526056154_tables.txt,Unknown,Unknown,"['100.00', '0.00', '64.52', '100.00', '0.00', '64.52']"
Stine Elementary School,11.67,/Users/georgiachanning/LA/SARC_tables/15633626009955_tables.txt,31.55,['2.8'],['89.3']
Juan De Anza Elementary School,37.84,/Users/georgiachanning/LA/SARC_tables/19768696023808_tables.txt,70.71,Unknown,['38.5']
Wade Thomas Elementary,61.54,/Users/georgiachanning/LA/SARC_tables/21750026024731_tables.txt,83.42,['1.0'],['6.8']
Withrow Elementary,20.37,/Users/georgiachanning/LA/SARC_tables/33751766108278_tables.txt,723.4,['3.2'],['82.1']
Grant Elementary,97.30,/Users/georgiachanning/LA/SARC_tables/07617966004774_tables.txt,20.00,['1.0'],['92.2']
Stanislaus Elementary School,35.29,/Users/georgiachanning/LA/SARC_tables/50712826053078_tables.txt,52.88,Unknown,['45.8']
Virginia Avenue Elementary School,3.39,/Users/georgiachanning/LA/SARC_tables/15634616009500_tables.txt,32.11,['5.0'],['92.0']
Kathryn Hughes Elementary School,97.44,/Users/georgiachanning/LA/SARC_tables/43696746048896_tables.txt,46.46,"['1.5', '.1']",['47.2']
Fletcher Hills Elementary School,27.50,/Users/georgiachanning/LA/SARC_tables/37681976038442_tables.txt,149.0,Unknown,['22.9']
Stanton Elementary School,20.00,/Users/georgiachanning/LA/SARC_tables/01611506090468_tables.txt,463.4,['1.2'],['37.1']
/Users/georgiachanning/LA/SARC_tables/42692606045751_tables.txt,10.00,/Users/georgiachanning/LA/SARC_tables/42692606045751_tables.txt,52.00,Unknown,['51.6']
Oak Meadows Elementary,94.83,/Users/georgiachanning/LA/SARC_tables/33671160108639_tables.txt,61.73,"['2.0', '.1']",['34.3']
Millbrae Elementary School,27.78,/Users/georgiachanning/LA/SARC_tables/41689736044200_tables.txt,645.6,Unknown,[]
Monticello Elementary School,96.30,/Users/georgiachanning/LA/SARC_tables/39685446110373_tables.txt,67.76,Unknown,['27.6']
Edgemont Elementary,7.58,/Users/georgiachanning/LA/SARC_tables/33671246032304_tables.txt,87.0,Unknown,['95.6']
/Users/georgiachanning/LA/SARC_tables/16638916010342_tables.txt,15.79,/Users/georgiachanning/LA/SARC_tables/16638916010342_tables.txt,29.80,['3.0'],['91.9']
Lagunita Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/27660766026140_tables.txt,Unknown,['.1'],['16.8']
La Mesa Dale Elementary School,7.14,/Users/georgiachanning/LA/SARC_tables/37681976038475_tables.txt,93.8,['1.6'],['67.0']
Kernville Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/15635456009641_tables.txt,Unknown,Unknown,['64.1']
Sheldon Elementary School,97.37,/Users/georgiachanning/LA/SARC_tables/07617966004964_tables.txt,38.73,['1.0'],['75.2']
Santa Cruz Gardens Elementary School,35.71,/Users/georgiachanning/LA/SARC_tables/44698496049977_tables.txt,60.39,"['5.5', '.1']",['31.1']
Mission Valley Elementary School,4.76,/Users/georgiachanning/LA/SARC_tables/54722310113639_tables.txt,017.5,['2.0'],['52.8']
Arovista Elementary School,92.59,/Users/georgiachanning/LA/SARC_tables/30664496027445_tables.txt,61.16,"['2.0', '.1']",['34.6']
Landau Elementary School,6.45,/Users/georgiachanning/LA/SARC_tables/33671736107601_tables.txt,43.26,['1.0'],['90.7']
35 Elementary Education,44.90,/Users/georgiachanning/LA/SARC_tables/36750696037246_tables.txt,68.40,['1.5'],['30.4']
La Ballona Elementary School,97.30,/Users/georgiachanning/LA/SARC_tables/19644446012702_tables.txt,57.53,"['.7', '.1']",['57.8']
Twin Oaks Elementary,31.37,/Users/georgiachanning/LA/SARC_tables/31750856115844_tables.txt,67.06,Unknown,['20.5']
Vice President All Lowell Elementary,12.24,/Users/georgiachanning/LA/SARC_tables/30666706030316_tables.txt,26.88,['1.0'],['91.0']
AVID Elementary School,9.86,/Users/georgiachanning/LA/SARC_tables/15638006010151_tables.txt,516.9,['1.3'],[]
/Users/georgiachanning/LA/SARC_tables/43697086049449_tables.txt,Unknown,/Users/georgiachanning/LA/SARC_tables/43697086049449_tables.txt,Unknown,Unknown,['7.0']
Lake Don Pedro Elementary School,0.00,/Users/georgiachanning/LA/SARC_tables/22655326103477_tables.txt,45.61,['.1'],['74.4']
Joshua Elementary,4.17,/Users/georgiachanning/LA/SARC_tables/19646676014690_tables.txt,10.34,['1.0'],['94.3']
R H Dana Elementary School,13.33,/Users/georgiachanning/LA/SARC_tables/30664646027635_tables.txt,40.00,['1.0'],['88.7']
Lake Marie Elementary,25.00,/Users/georgiachanning/LA/SARC_tables/19650376022826_tables.txt,50.00,Unknown,['86.5']
Hesperian Elementary School,0.00,/Users/georgiachanning/LA/SARC_tables/01613096002612_tables.txt,25.18,"['1.0', '.1']",['76.0']
Hillcrest Elementary School Community,21.43,/Users/georgiachanning/LA/SARC_tables/19645506013551_tables.txt,010.2,['2.3'],['63.7']
Sergio Hernandez Jr Moffett Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/19647096014971_tables.txt,Unknown,Unknown,"['98.3', '1.7', '52.6', '98.9', '1.1', '43.3']"
Hillview Crest Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/01612426001606_tables.txt,37.55,['1.0'],['71.3']
Ladera Elementary School,20.00,/Users/georgiachanning/LA/SARC_tables/30736436118764_tables.txt,71.58,['1.0'],['16.5']
/Users/georgiachanning/LA/SARC_tables/36676946035752_tables.txt,7.41,/Users/georgiachanning/LA/SARC_tables/36676946035752_tables.txt,26.96,Unknown,"['98.41', '40.86']"
/Users/georgiachanning/LA/SARC_tables/36678760127340_tables.txt,96.05,/Users/georgiachanning/LA/SARC_tables/36678760127340_tables.txt,33.65,Unknown,['91.3']
Four Creeks Elementary School,96.77,/Users/georgiachanning/LA/SARC_tables/54722560105783_tables.txt,35.16,['2.0'],['90.0']
School Name,14.81,/Users/georgiachanning/LA/SARC_tables/43694500129205_tables.txt,71.69,Unknown,['74.8']
District Name Burlingame Elementary School District,96.43,/Users/georgiachanning/LA/SARC_tables/41688826043525_tables.txt,78.47,Unknown,['12.0']
Burbank Elementary School,0.00,/Users/georgiachanning/LA/SARC_tables/50711676052641_tables.txt,19.35,"['1.5', '.1']",['95.2']
Montvue Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/19649076021919_tables.txt,23.29,['.5'],['93.1']
Bear Mountain Elementary School,2.38,/Users/georgiachanning/LA/SARC_tables/15633136110464_tables.txt,25.36,Unknown,['97.0']
West Riverside Elementary,6.06,/Users/georgiachanning/LA/SARC_tables/33670906032247_tables.txt,32.78,Unknown,['94.4']
F D Roosevelt Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/19646916014914_tables.txt,Unknown,['4.0'],['92.1']
Brook Knoll Elementary School,82.50,/Users/georgiachanning/LA/SARC_tables/44754326049936_tables.txt,75.00,"['1.0', '.1']",['10.1']
Shore Acres Elementary School,0.00,/Users/georgiachanning/LA/SARC_tables/07617546004295_tables.txt,12.90,Unknown,['90.6']
Southport Elementary,25.00,/Users/georgiachanning/LA/SARC_tables/57726946115463_tables.txt,61.10,"['1.5', '.1']",['57.1']
Mesquite Trails Elementary School,97.62,/Users/georgiachanning/LA/SARC_tables/36750446114680_tables.txt,52.35,['2.5'],['61.2']
Madison Elementary,41.67,/Users/georgiachanning/LA/SARC_tables/19753416022115_tables.txt,72.17,"['1.5', '.1']",['21.7']
Williams Elementary,5.00,/Users/georgiachanning/LA/SARC_tables/19644516012900_tables.txt,51.26,['1.0'],['72.4']
Del Obispo Elementary School,16.33,/Users/georgiachanning/LA/SARC_tables/30664646094619_tables.txt,44.92,Unknown,['59.0']
Mount Pleasant Elementary,6.67,/Users/georgiachanning/LA/SARC_tables/43696176048060_tables.txt,35.9,Unknown,['83.6']
Westside Union Elementary,88.33,/Users/georgiachanning/LA/SARC_tables/24657556116156_tables.txt,53.09,['2.0'],['74.2']
Prestwood Elementary School,89.74,/Users/georgiachanning/LA/SARC_tables/49709536052286_tables.txt,55.96,Unknown,['37.6']
Joshua Cowell Elementary School,93.75,/Users/georgiachanning/LA/SARC_tables/39685936112197_tables.txt,48.58,Unknown,['59.0']
Chaparral Elementary,51.92,/Users/georgiachanning/LA/SARC_tables/19643946012157_tables.txt,71.31,['1.0'],['22.2']
Stellar Charter School,Unknown,/Users/georgiachanning/LA/SARC_tables/45701100135889_tables.txt,Unknown,['.40'],Unknown
Edison Elementary School,9.23,/Users/georgiachanning/LA/SARC_tables/30664236027429_tables.txt,30.10,"['3.9', '.1']",['92.9']
Robla Elementary School District,6.45,/Users/georgiachanning/LA/SARC_tables/34674216033740_tables.txt,40.93,Unknown,['83.9']
/Users/georgiachanning/LA/SARC_tables/13631236008452_tables.txt,9.5,/Users/georgiachanning/LA/SARC_tables/13631236008452_tables.txt,30.0,Unknown,"['98.6', '1.4', '35.2', '98.6', '1.4', '29.6']"
Portola Elementary School,41.67,/Users/georgiachanning/LA/SARC_tables/41690136044010_tables.txt,71.43,Unknown,[]
Camino Grove Elementary School,93.75,/Users/georgiachanning/LA/SARC_tables/19642616011159_tables.txt,78.34,"['5.2', '.1']",['30.4']
Kawana Springs Elementary,92.31,/Users/georgiachanning/LA/SARC_tables/49706156051593_tables.txt,33.85,['1.0'],['81.6']
Handy Elementary School,11.36,/Users/georgiachanning/LA/SARC_tables/30666216029805_tables.txt,50.95,"['.8', '.1']",['92.3']
Roseland Elementary School,95.74,/Users/georgiachanning/LA/SARC_tables/49709046052088_tables.txt,31.69,['.1'],['95.4']
Butte Vista Elementary School,88.89,/Users/georgiachanning/LA/SARC_tables/51714646067268_tables.txt,61.80,['1.0'],['52.4']
/Users/georgiachanning/LA/SARC_tables/41689160112284_tables.txt,21.43,/Users/georgiachanning/LA/SARC_tables/41689160112284_tables.txt,45.33,['4.3'],['45.1']
El Toyon Elementary,Unknown,/Users/georgiachanning/LA/SARC_tables/37682216038749_tables.txt,Unknown,Unknown,[]
Sutter Peak Charter Academy,93.33,/Users/georgiachanning/LA/SARC_tables/51714230132977_tables.txt,41.28,Unknown,['38.0']
Franklin Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/24657716025621_tables.txt,Unknown,['.1'],['79.7']
Strawberry Elementary School,96.08,/Users/georgiachanning/LA/SARC_tables/49706236098248_tables.txt,62.47,"['2.8', '.1']",['23.9']
Libby Elementary,14.29,/Users/georgiachanning/LA/SARC_tables/37735696038855_tables.txt,36.40,['.5'],['86.8']
Rose Ferrero Elementary School,4.08,/Users/georgiachanning/LA/SARC_tables/27754406118756_tables.txt,37.41,['2.2'],['89.0']
Proctor Elementary School,23.53,/Users/georgiachanning/LA/SARC_tables/01611506090435_tables.txt,532.5,['4.2'],['17.6']
Caroline Harris Elementary School,7.41,/Users/georgiachanning/LA/SARC_tables/15633216008858_tables.txt,34.18,"['2.0', '.1']",['88.1']
Concordia Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/30664646027585_tables.txt,73.08,Unknown,['19.7']
Dyer Kelly Elementary School,0.00,/Users/georgiachanning/LA/SARC_tables/34674476034524_tables.txt,11.11,"['2.0', '.1']",['98.8']
/Users/georgiachanning/LA/SARC_tables/37684526107585_tables.txt,42.19,/Users/georgiachanning/LA/SARC_tables/37684526107585_tables.txt,57.03,['3.0'],"['98.45', '40.94']"
Vice President Avalon Elementary School,28.21,/Users/georgiachanning/LA/SARC_tables/33752420109124_tables.txt,50.16,Unknown,"['98.86', '1.14', '58.08', '98.10', '1.90', '46.30']"
/Users/georgiachanning/LA/SARC_tables/36678766037063_tables.txt,3.45,/Users/georgiachanning/LA/SARC_tables/36678766037063_tables.txt,38.51,Unknown,['87.9']
Indian Diggings Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/09618956005524_tables.txt,Unknown,Unknown,['33.3']
Redwood Shores Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/41688660121111_tables.txt,76.47,['.1'],['8.0']
Carmela Elementary School,8.82,/Users/georgiachanning/LA/SARC_tables/19650376022800_tables.txt,29.82,Unknown,['94.9']
Pioneer Elementary,19.40,/Users/georgiachanning/LA/SARC_tables/07616550102376_tables.txt,631.6,['2.0'],['24.3']
Cressey Community Charter,100.00,/Users/georgiachanning/LA/SARC_tables/24656496025381_tables.txt,44.19,Unknown,['65.6']
Wasuma Elementary,96.55,/Users/georgiachanning/LA/SARC_tables/20651856024111_tables.txt,42.37,"['2.5', '.1']",['43.6']
/Users/georgiachanning/LA/SARC_tables/37683616040364_tables.txt,35.19,/Users/georgiachanning/LA/SARC_tables/37683616040364_tables.txt,58.58,['.1'],['40.7']
Mendota Elementary School,3.85,/Users/georgiachanning/LA/SARC_tables/10751270129163_tables.txt,42.25,Unknown,[]
Victoria Elementary School,6.82,/Users/georgiachanning/LA/SARC_tables/36678436036594_tables.txt,36.80,['1.5'],['94.4']
Los Alamitos Elementary School,87.50,/Users/georgiachanning/LA/SARC_tables/30739246029060_tables.txt,81.34,['1.0'],['28.4']
Sycamore Canyon Elementary,96.00,/Users/georgiachanning/LA/SARC_tables/37683616040406_tables.txt,65.03,['.1'],['24.6']
Old River Elementary School,93.22,/Users/georgiachanning/LA/SARC_tables/15633620113951_tables.txt,57.17,['2.6'],['55.2']
Bev Keel Worrell Wilson Elementary School,0.00,/Users/georgiachanning/LA/SARC_tables/54755316054001_tables.txt,40.80,Unknown,['88.4']
Esparto Elementary School,31.25,/Users/georgiachanning/LA/SARC_tables/57726866056311_tables.txt,33.50,Unknown,['88.6']
Las Posas Elementary,25.00,/Users/georgiachanning/LA/SARC_tables/56725536055438_tables.txt,52.08,['1.0'],['51.0']
Colonel Howard Nichols Elementary School,97.50,/Users/georgiachanning/LA/SARC_tables/15633216008890_tables.txt,41.93,"['1.0', '.1']",['84.7']
Dairyland Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/20651776023923_tables.txt,Unknown,Unknown,['64.3']
Patricia Beatty Elementary School,93.62,/Users/georgiachanning/LA/SARC_tables/33672150114181_tables.txt,44.15,['.5'],['89.5']
Longley Way Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/19642616011191_tables.txt,77.95,"['4.3', '.1']",['29.3']
