School,Disabilities,File Name,Gen Ed,Resource Specialist,Socioeconomically Disadvantaged
Tyler Skills Elementary,2.04,/Users/georgiachanning/LA/SARC_tables/39686766042782_tables.txt,25.75,['.5'],['77.2']
Ripon Elementary School,7.69,/Users/georgiachanning/LA/SARC_tables/39686506042477_tables.txt,68.84,"['.1', '.1']",['44.5']
John Marshall Elementary,2.04,/Users/georgiachanning/LA/SARC_tables/39686760111310_tables.txt,15.69,['1.0'],['73.1']
Gallatin Elementary,18.18,/Users/georgiachanning/LA/SARC_tables/19644516012801_tables.txt,64.38,['1.5'],['59.3']
Hermosa Elementary School,29.27,/Users/georgiachanning/LA/SARC_tables/36675956104475_tables.txt,63.91,Unknown,['36.70']
River Oaks Elementary School,21.95,/Users/georgiachanning/LA/SARC_tables/34673486110654_tables.txt,57.14,Unknown,['60.5']
Isojiro Oka Elementary School,22.22,/Users/georgiachanning/LA/SARC_tables/30664986068605_tables.txt,69.55,Unknown,['27.7']
Binkley Elementary Charter School,16.00,/Users/georgiachanning/LA/SARC_tables/49708966085229_tables.txt,56.99,['.1'],['48.1']
Crest Elementary,Unknown,/Users/georgiachanning/LA/SARC_tables/37679916037600_tables.txt,Unknown,['.1'],['38.9']
Miller Creek Elementary School,47.22,/Users/georgiachanning/LA/SARC_tables/21653186024160_tables.txt,99.5,Unknown,['7.9']
North Country Elementary School,95.24,/Users/georgiachanning/LA/SARC_tables/34739736108948_tables.txt,46.41,Unknown,['70.6']
Fammatre Elementary School,35.14,/Users/georgiachanning/LA/SARC_tables/43693856046445_tables.txt,57.56,['1.4'],['15.4']
Merquin Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/24656986025472_tables.txt,Unknown,"['.1', '.1']",['88.3']
/Users/georgiachanning/LA/SARC_tables/37683876111181_tables.txt,52.78,/Users/georgiachanning/LA/SARC_tables/37683876111181_tables.txt,85.58,Unknown,['10.1']
Cuyama Elementary,0.00,/Users/georgiachanning/LA/SARC_tables/42750106045389_tables.txt,37.00,Unknown,['80.4']
District Name Modesto City Elementary School District,98.17,/Users/georgiachanning/LA/SARC_tables/50711676052765_tables.txt,24.97,['.5'],['98.4']
Pivot Charter School North Bay,77.50,/Users/georgiachanning/LA/SARC_tables/49708390138065_tables.txt,40.00,"['5.3', '.1']",['53.5']
School Year NameJohn Reith Elementary rStreet8401 Valley Lark Dr rCity,5114.55,/Users/georgiachanning/LA/SARC_tables/ReithLong_tables.txt,5114.55,"['4.1', '10.26', '14.15', '29.32', '16.77']",['85.90']
Audubon Elementary,27.78,/Users/georgiachanning/LA/SARC_tables/41690396044812_tables.txt,74.49,['.3'],[]
39 Elementary School rWith Full Credential,14.29,/Users/georgiachanning/LA/SARC_tables/01611436090310_tables.txt,49.76,['5.2'],[]
27 Castle Rock Elementary School,27.27,/Users/georgiachanning/LA/SARC_tables/19734606023352_tables.txt,145.2,['1.7'],['22.3']
George B Miller Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/30664726027692_tables.txt,74.19,['1.0'],['38.6']
James Madison Elementary,15.79,/Users/georgiachanning/LA/SARC_tables/20652436023980_tables.txt,117.7,['1.0'],['94.5']
Elementary School,25.00,/Users/georgiachanning/LA/SARC_tables/10621176104624_tables.txt,162.8,['3.0'],['52.0']
Riverbend Elementary School,99.09,/Users/georgiachanning/LA/SARC_tables/51714640113134_tables.txt,45.59,['3.0'],['67.7']
Reagan Elementary School,90.00,/Users/georgiachanning/LA/SARC_tables/54719930123661_tables.txt,53.36,"['1.0', '.1']",['94.9']
Frontier Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/16639900116699_tables.txt,72.05,Unknown,['41.3']
Carmel Creek Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/37683876112353_tables.txt,Unknown,Unknown,['6.6']
Burney Elementary School,8.00,/Users/georgiachanning/LA/SARC_tables/45699896050272_tables.txt,33.88,"['.5', '.1']",['71.0']
Hall Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/37679916037741_tables.txt,28.52,['1.0'],['81.8']
Price Elementary School,22.41,/Users/georgiachanning/LA/SARC_tables/30664236027239_tables.txt,44.52,['5.0'],['77.8']
Park Village Elementary School,63.64,/Users/georgiachanning/LA/SARC_tables/37682966111314_tables.txt,87.34,['1.5'],['9.8']
Lampson Elementary School,96.30,/Users/georgiachanning/LA/SARC_tables/30666216029854_tables.txt,36.89,"['3.8', '.1']",['79.8']
Valle Vista Elementary School,31.03,/Users/georgiachanning/LA/SARC_tables/36676456035505_tables.txt,54.24,Unknown,['50.60']
Bridgeport Elementary,32.73,/Users/georgiachanning/LA/SARC_tables/19649986120257_tables.txt,74.06,Unknown,['15.1']
Piute Mountain Elementary School Caliente Unio,Unknown,/Users/georgiachanning/LA/SARC_tables/15633886104772_tables.txt,Unknown,['.1'],['69.4']
/Users/georgiachanning/LA/SARC_tables/49707220138248_tables.txt,10.34,/Users/georgiachanning/LA/SARC_tables/49707220138248_tables.txt,54.10,['1.0'],['78.9']
Sacramento City Unified School District Mission,1.75,/Users/georgiachanning/LA/SARC_tables/34674396059299_tables.txt,18.03,['4.7'],['94.8']
Elementary School District,30.77,/Users/georgiachanning/LA/SARC_tables/31668456031132_tables.txt,62.35,Unknown,['31.5']
Scott Lane Elementary School,74.07,/Users/georgiachanning/LA/SARC_tables/43696746049019_tables.txt,36.36,Unknown,['81.5']
/Users/georgiachanning/LA/SARC_tables/36678766036883_tables.txt,9.68,/Users/georgiachanning/LA/SARC_tables/36678766036883_tables.txt,29.23,Unknown,['97.1']
Bear Gulch Elementary School,8.93,/Users/georgiachanning/LA/SARC_tables/36676456104525_tables.txt,45.42,Unknown,['76.10']
/Users/georgiachanning/LA/SARC_tables/30736436030696_tables.txt,54.55,/Users/georgiachanning/LA/SARC_tables/30736436030696_tables.txt,87.92,['.8'],['8.6']
Mountain Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/08618206005425_tables.txt,Unknown,['.1'],['30.3']
Sun Valley Elementary,52.00,/Users/georgiachanning/LA/SARC_tables/21654586024863_tables.txt,227.6,['1.0'],['18.4']
Pioneer Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/09619456005631_tables.txt,53.85,['.1'],['61.1']
Sandra J Gallardo Elementary School,56.52,/Users/georgiachanning/LA/SARC_tables/34673300100404_tables.txt,86.50,Unknown,['5.9']
Jefferson Elementary,Unknown,/Users/georgiachanning/LA/SARC_tables/15638006010128_tables.txt,Unknown,['.3'],['95.7']
/Users/georgiachanning/LA/SARC_tables/15634046009369_tables.txt,100.00,/Users/georgiachanning/LA/SARC_tables/15634046009369_tables.txt,39.13,['2.0'],['86.1']
Fairfax Elementary School,5.66,/Users/georgiachanning/LA/SARC_tables/15634610106690_tables.txt,35.44,['4.0'],['91.3']
Gault Elementary,14.29,/Users/georgiachanning/LA/SARC_tables/44698156049894_tables.txt,33.15,['.5'],[]
rSierra Vista Elementary,Unknown,/Users/georgiachanning/LA/SARC_tables/33752420100958_tables.txt,Unknown,Unknown,"['98.92', '1.08', '40.09', '99.07', '0.93', '22.90']"
20 Parkview Elementary School,8.33,/Users/georgiachanning/LA/SARC_tables/15638006010144_tables.txt,48.00,['.5'],['72.4']
Skyline School,41.67,/Users/georgiachanning/LA/SARC_tables/37683876040455_tables.txt,84.74,Unknown,"['96.67', '63.22']"
Douglas Whited Elementary Charter School,100.00,/Users/georgiachanning/LA/SARC_tables/49708966052047_tables.txt,53.31,['.1'],['47.8']
District Name Kingsburg Elementary Charter School District,15.87,/Users/georgiachanning/LA/SARC_tables/10622400113142_tables.txt,53.89,['.1'],['59.6']
District Name Jamul Dulzura Union Elementary,95.83,/Users/georgiachanning/LA/SARC_tables/37681556097182_tables.txt,46.95,Unknown,['56.7']
California Avenue Elementary School,6.45,/Users/georgiachanning/LA/SARC_tables/50755566052971_tables.txt,44.8,['2.0'],['86.6']
Lakeside Middle School,25.58,/Users/georgiachanning/LA/SARC_tables/19647176015069_tables.txt,031.0,Unknown,['68.4']
Colfax Elementary School District,25.00,/Users/georgiachanning/LA/SARC_tables/31667956031066_tables.txt,45.56,Unknown,['51.5']
McKinley Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/18641966010821_tables.txt,Unknown,['.1'],['58.1']
Joe Henderson Elementary School,25.81,/Users/georgiachanning/LA/SARC_tables/48705246106462_tables.txt,63.36,Unknown,['20.3']
Old Adobe Elementary Charter School,96.43,/Users/georgiachanning/LA/SARC_tables/49708476051924_tables.txt,60.76,Unknown,['23.3']
Leo G Pauly Elementary School,0.00,/Users/georgiachanning/LA/SARC_tables/15633216009047_tables.txt,34.96,['1.0'],['95.6']
Village Elementary Charter School,100.00,/Users/georgiachanning/LA/SARC_tables/49708966052070_tables.txt,60.99,['.1'],['45.9']
Ralph Dunlap Elementary School,29.27,/Users/georgiachanning/LA/SARC_tables/42692606045744_tables.txt,52.34,"['1.2', '.1']",['34.1']
/Users/georgiachanning/LA/SARC_tables/52714986114466_tables.txt,Unknown,/Users/georgiachanning/LA/SARC_tables/52714986114466_tables.txt,Unknown,Unknown,['100.0']
/Users/georgiachanning/LA/SARC_tables/07617966004865_tables.txt,Unknown,/Users/georgiachanning/LA/SARC_tables/07617966004865_tables.txt,Unknown,['3.0'],['87.6']
French Camp Elementary School,98.36,/Users/georgiachanning/LA/SARC_tables/39685936042311_tables.txt,30.49,Unknown,['95.1']
Cawston Elementary,15.22,/Users/georgiachanning/LA/SARC_tables/33670820102772_tables.txt,236.9,['3.0'],['76.1']
Maxwell Elementary,40.00,/Users/georgiachanning/LA/SARC_tables/06616066003503_tables.txt,39.33,Unknown,[]
District Name Charter Oak Unified School District,94.23,/Users/georgiachanning/LA/SARC_tables/19643786012066_tables.txt,55.36,['.1'],['59.8']
Patrick Henry Elementary School,3.77,/Users/georgiachanning/LA/SARC_tables/30664236027387_tables.txt,22.26,['3.4'],['88.7']
Waverly Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/39685776042006_tables.txt,46.67,"['1.3', '.1']",['59.9']
 rCalavera Hills Elementary School,53.85,/Users/georgiachanning/LA/SARC_tables/37735516120711_tables.txt,67.18,['3.0'],['42.4']
Harding Elementary,97.56,/Users/georgiachanning/LA/SARC_tables/07617966004782_tables.txt,60.09,['4.0'],['35.9']
Grapevine Elementary School Vista,15.38,/Users/georgiachanning/LA/SARC_tables/37684526040620_tables.txt,41.37,['1.0'],['92.0']
/Users/georgiachanning/LA/SARC_tables/43695916049514_18-19_1_tables.txt,3.57,/Users/georgiachanning/LA/SARC_tables/43695916049514_18-19_1_tables.txt,98.5,['1.0'],[]
Katherine Finchy Elementary,13.79,/Users/georgiachanning/LA/SARC_tables/33671736032437_tables.txt,56.33,['1.0'],[]
Valley Elementary,51.43,/Users/georgiachanning/LA/SARC_tables/07618046005094_tables.txt,78.02,Unknown,['2.4']
Carleton P Lightfoot Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/36677026112114_tables.txt,81.30,['1.0'],['40.2']
Benjamin F Beswick Elementary School,13.51,/Users/georgiachanning/LA/SARC_tables/30736436030555_tables.txt,43.36,"['1.0', '.1']",['78.1']
/Users/georgiachanning/LA/SARC_tables/19649076021885_tables.txt,100.00,/Users/georgiachanning/LA/SARC_tables/19649076021885_tables.txt,41.50,['.5'],['94.6']
J W Oakley Elementary School,17.86,/Users/georgiachanning/LA/SARC_tables/13630736008288_tables.txt,43.13,Unknown,['97.6']
John Green Elementary,41.67,/Users/georgiachanning/LA/SARC_tables/01750930114579_tables.txt,83.44,['2.0'],['4.2']
Oak Meadow Elementary School,52.17,/Users/georgiachanning/LA/SARC_tables/09618380100024_tables.txt,86.76,['.1'],['9.9']
Loara Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/30664236027353_tables.txt,38.69,['3.0'],['82.3']
Val Verde Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/33752426032874_tables.txt,Unknown,Unknown,[]
Leona Valley Elementary,Unknown,/Users/georgiachanning/LA/SARC_tables/19651026023576_tables.txt,Unknown,['.5'],['22.8']
Grovecenter Elementary School,97.78,/Users/georgiachanning/LA/SARC_tables/19644366012512_tables.txt,60.79,"['1.5', '.1']",['72.5']
Sing Lum Elementary School,89.06,/Users/georgiachanning/LA/SARC_tables/15633626104632_tables.txt,54.98,['1.6'],['65.9']
District Name Earlimart Elementary School District,3.70,/Users/georgiachanning/LA/SARC_tables/54719026054035_tables.txt,30.12,"['1.0', '.1']",['97.4']
Stoddard Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/30664236027247_tables.txt,51.93,"['5.0', '.1']",['81.6']
Harrison Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/19649076021851_tables.txt,35.06,['1.5'],['90.0']
Island Elementary School,33.33,/Users/georgiachanning/LA/SARC_tables/16639336010466_tables.txt,63.89,['.1'],['35.6']
/Users/georgiachanning/LA/SARC_tables/30664986027916_tables.txt,37.88,/Users/georgiachanning/LA/SARC_tables/30664986027916_tables.txt,83.90,['.1'],['20.7']
/Users/georgiachanning/LA/SARC_tables/56724626055073_tables.txt,21.43,/Users/georgiachanning/LA/SARC_tables/56724626055073_tables.txt,35.19,['1.0'],['70.7']
Goshen Elementary School,97.14,/Users/georgiachanning/LA/SARC_tables/54722566054597_tables.txt,28.71,['1.0'],['93.7']
Great Valley Elementary,99.17,/Users/georgiachanning/LA/SARC_tables/39685936115414_tables.txt,37.52,Unknown,['77.9']
Dolores Huerta Elementary School,4.0,/Users/georgiachanning/LA/SARC_tables/19647090100610_tables.txt,4.0,Unknown,"['18.2', '20.5', '10.2', '293293100.0', '0.0', '49.5', '293293100.0', '0.0', '43.0', '145145100.0', '0.0', '46.9', '145145100.0', '0.0', '45.5', '148148100.0', '0.0', '52.0', '148148100.0', '0.0', '40.5', '283283100.0', '0.0', '49.5', '283283100.0', '0.0', '42.8', '282282100.0', '0.0', '49.3', '282282100.0', '0.0', '42.9', '195195100.0', '0.0', '46.7', '195195100.0', '0.0', '40.0', '2525100.0', '0.0', '8.0', '2525100.0', '0.0', '4.0']"
rBlanche Reynolds Elementary,3.92,/Users/georgiachanning/LA/SARC_tables/56726526056055_tables.txt,34.19,Unknown,"['97.37', '2.63', '31.53', '97.37', '2.63', '24.32']"
Ross Elementary School,15.79,/Users/georgiachanning/LA/SARC_tables/30664236027270_tables.txt,32.60,['4.0'],['86.8']
Upland Elementary,15.79,/Users/georgiachanning/LA/SARC_tables/36750696037287_tables.txt,46.96,['1.0'],['83.6']
District Name Penn Valley Union Elementary School District,91.67,/Users/georgiachanning/LA/SARC_tables/29768776110746_tables.txt,58.82,"['1.0', '.1']",['47.3']
District Name Fortuna Elementary School District,100.00,/Users/georgiachanning/LA/SARC_tables/12768026008148_tables.txt,45.90,['.1'],['57.7']
Shiloh Charter School,Unknown,/Users/georgiachanning/LA/SARC_tables/50712740121558_tables.txt,Unknown,"['0.3', '.1']",['73.6']
Barfield Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/19649076021927_tables.txt,32.78,['.5'],['97.7']
14 Susan Smith Hollow Elementary School,3.92,/Users/georgiachanning/LA/SARC_tables/33671246105514_tables.txt,32.59,Unknown,['87.6']
Vista Elementary School Unnamed,17.39,/Users/georgiachanning/LA/SARC_tables/37680236070825_tables.txt,42.50,['.8'],['81.4']
Malcolm X Elementary,18.42,/Users/georgiachanning/LA/SARC_tables/01611436090286_tables.txt,66.42,['6.7'],['26.6']
School Year rSchool NameArnold Adreani Elementary rStreet9927 Wildhawk West Dr rCity,2543.33,/Users/georgiachanning/LA/SARC_tables/AdreaniLong_tables.txt,2543.33,"['1.4', '10.85', '1.62', '29.90', '1.01']",['28.00']
Romero Elementary School,33.33,/Users/georgiachanning/LA/SARC_tables/07618046005136_tables.txt,75.92,Unknown,['3.3']
District Name Oroville City Elementary School District,6.58,/Users/georgiachanning/LA/SARC_tables/04615076003230_tables.txt,30.57,Unknown,['81.7']
Charter School Contact Information,58.49,/Users/georgiachanning/LA/SARC_tables/cmp-shingle springs sarc 2018-2019_tables.txt,67.87,Unknown,['14.6']
Ramona Elementary School,13.33,/Users/georgiachanning/LA/SARC_tables/33671246104582_tables.txt,37.94,Unknown,['89.8']
District Charter School,14.29,/Users/georgiachanning/LA/SARC_tables/37680236037956_tables.txt,54.88,['7.6'],['89.6']
El Morro Elementary,60.61,/Users/georgiachanning/LA/SARC_tables/30665556028906_tables.txt,86.52,Unknown,['15.7']
Red Bluff Union Elementary,7.41,/Users/georgiachanning/LA/SARC_tables/52716216053623_tables.txt,75.6,['.5'],['75.9']
Washington Elementary,7.41,/Users/georgiachanning/LA/SARC_tables/01612916002455_tables.txt,30.69,Unknown,['69.3']
Tom Maloney Elementary School,34.62,/Users/georgiachanning/LA/SARC_tables/01611766000715_tables.txt,320.8,['4.2'],[]
John F Kennedy Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/01612346001507_tables.txt,57.58,Unknown,['28.7']
Elm Street Elementary,18.92,/Users/georgiachanning/LA/SARC_tables/56725386055289_tables.txt,22.26,Unknown,['86.8']
Ben Painter Elementary,11.11,/Users/georgiachanning/LA/SARC_tables/43693696046122_tables.txt,47.19,['.1'],['80.5']
Howard J McKibben Elementary School,14.63,/Users/georgiachanning/LA/SARC_tables/19650376022818_tables.txt,51.95,Unknown,[]
District Name Berryessa Union Elementary School District,96.30,/Users/georgiachanning/LA/SARC_tables/43693776093033_tables.txt,71.41,['.1'],['28.6']
Golden Hills Elementary School,11.11,/Users/georgiachanning/LA/SARC_tables/15638266105415_tables.txt,39.60,['1.5'],['51.0']
/Users/georgiachanning/LA/SARC_tables/15635780135186_tables.txt,35.29,/Users/georgiachanning/LA/SARC_tables/15635780135186_tables.txt,48.02,['.1'],['83.9']
/Users/georgiachanning/LA/SARC_tables/36678766036974_tables.txt,8.00,/Users/georgiachanning/LA/SARC_tables/36678766036974_tables.txt,34.91,Unknown,['95.2']
Norwood Creek Elementary School,28.57,/Users/georgiachanning/LA/SARC_tables/43694356102081_tables.txt,68.04,['.1'],['22.2']
Evergreen Elementary School,95.00,/Users/georgiachanning/LA/SARC_tables/15633216008874_tables.txt,36.34,"['4.0', '.1']",['93.2']
Vichy Elementary School,89.66,/Users/georgiachanning/LA/SARC_tables/28662666026967_tables.txt,65.73,['1.0'],['18.0']
/Users/georgiachanning/LA/SARC_tables/37680986038228_tables.txt,14.63,/Users/georgiachanning/LA/SARC_tables/37680986038228_tables.txt,33.12,Unknown,['90.10']
Coyote Canyon Elementary School,46.15,/Users/georgiachanning/LA/SARC_tables/36676456106603_tables.txt,71.65,Unknown,"['98.10', '1.90', '69.03']"
/Users/georgiachanning/LA/SARC_tables/37756146038962_tables.txt,100.00,/Users/georgiachanning/LA/SARC_tables/37756146038962_tables.txt,39.52,"['2.6', '.1']",['86.1']
Durfee Elementary School,18.75,/Users/georgiachanning/LA/SARC_tables/19645276013312_tables.txt,42.08,['1.5'],[]
Oak Chan Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/34673306107965_tables.txt,73.36,Unknown,['8.7']
Message rSycamore Elementary Schoo,11.11,/Users/georgiachanning/LA/SARC_tables/56726036055792_tables.txt,45.40,Unknown,"['100.00', '0.00', '32.91', '100.00', '0.00', '34.18']"
Fallbrook Union Elementary,Unknown,/Users/georgiachanning/LA/SARC_tables/37681146096911_tables.txt,Unknown,Unknown,['33.3']
/Users/georgiachanning/LA/SARC_tables/47704250131102_tables.txt,97.30,/Users/georgiachanning/LA/SARC_tables/47704250131102_tables.txt,49.32,"['3.0', '.1']",['43.1']
Jackson Elementary School,96.97,/Users/georgiachanning/LA/SARC_tables/33751926116438_tables.txt,73.45,"['1.5', '.1']",['19.4']
Hurd Barrington Elementary School,7.89,/Users/georgiachanning/LA/SARC_tables/50736010124073_tables.txt,313.3,['1.0'],['64.2']
Rancho Elementary School,98.46,/Users/georgiachanning/LA/SARC_tables/33751926106017_tables.txt,61.56,['2.1'],['38.4']
Riverbank Elementary School,4.55,/Users/georgiachanning/LA/SARC_tables/57726940116996_tables.txt,28.13,['.1'],['87.6']
39 Assessment Elementary School,20.00,/Users/georgiachanning/LA/SARC_tables/40687596043111_tables.txt,69.34,['1.0'],['26.8']
District Name Gold Trail Union Elementary School District,13.11,/Users/georgiachanning/LA/SARC_tables/09618876005516_tables.txt,52.70,['1.25'],['25.7']
Matsuyama Elementary School,21.33,/Users/georgiachanning/LA/SARC_tables/34674396111389_tables.txt,54.29,['1.7'],['48.3']
Spring Creek Matanzas Charter School,97.47,/Users/georgiachanning/LA/SARC_tables/49708966052039_tables.txt,47.62,Unknown,['48.0']
Del Dayo Elementary School,32.26,/Users/georgiachanning/LA/SARC_tables/34674476034482_tables.txt,67.63,Unknown,['16.9']
Olive Street Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/30664236113393_tables.txt,26.32,"['2.5', '.1']",['92.8']
/Users/georgiachanning/LA/SARC_tables/36678760116160_tables.txt,3.23,/Users/georgiachanning/LA/SARC_tables/36678760116160_tables.txt,24.94,Unknown,['97.0']
Rosamond Elementary School,12.50,/Users/georgiachanning/LA/SARC_tables/15637766010045_tables.txt,89.8,Unknown,['77.4']
Machado Elementary,20.51,/Users/georgiachanning/LA/SARC_tables/33751766032056_tables.txt,21.07,['5.2'],['90.3']
/Users/georgiachanning/LA/SARC_tables/45701106050520_tables.txt,9.46,/Users/georgiachanning/LA/SARC_tables/45701106050520_tables.txt,235.4,['1.5'],['63.4']
Weed Elementary School,16.67,/Users/georgiachanning/LA/SARC_tables/47704826050942_tables.txt,31.06,Unknown,['83.7']
Oster Elementary School,28.13,/Users/georgiachanning/LA/SARC_tables/43697086049415_tables.txt,41.18,Unknown,['10.4']
Dillard Elementary rStreet9721 Dillard Rd rCity,8226.83,/Users/georgiachanning/LA/SARC_tables/DillardLong_tables.txt,8226.83,"['2.6', '7.70', '8.33', '11.55', '5.70']",['24.90']
Spring Valley Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/20756066024103_tables.txt,48.57,Unknown,['41.3']
Castro Elementary S,Unknown,/Users/georgiachanning/LA/SARC_tables/43695916048003_18-19_1_tables.txt,Unknown,['0.8'],[]
Ocean View Elementary School,37.74,/Users/georgiachanning/LA/SARC_tables/40687596043087_tables.txt,74.17,['2.0'],['17.2']
Cutten Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/12627456007736_tables.txt,51.56,['.1'],['45.5']
Los Robles Elementary,0.00,/Users/georgiachanning/LA/SARC_tables/54755236107379_tables.txt,28.37,['1.0'],['92.2']
E L Musick Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/01612346001457_tables.txt,38.33,['.1'],['62.2']
Palm Crest Elementary School,97.56,/Users/georgiachanning/LA/SARC_tables/19646596014658_tables.txt,89.35,"['2.5', '.1']",['5.2']
All Mar Vista Elementary School,11.76,/Users/georgiachanning/LA/SARC_tables/56725126055172_tables.txt,21.50,['1.0'],['86.3']
Lincoln Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/41688826043566_tables.txt,82.50,['.1'],['10.7']
Ripona Elementary School,13.64,/Users/georgiachanning/LA/SARC_tables/39686506042485_tables.txt,49.62,['.1'],['49.6']
/Users/georgiachanning/LA/SARC_tables/04615236003297_tables.txt,96.36,/Users/georgiachanning/LA/SARC_tables/04615236003297_tables.txt,32.25,Unknown,['74.4']
R M Miano Elementary School,64.71,/Users/georgiachanning/LA/SARC_tables/24657556025563_tables.txt,38.45,['2.0'],['89.1']
Santiago Hills Elementary School,91.43,/Users/georgiachanning/LA/SARC_tables/30736506098529_tables.txt,87.32,"['1.2', '.1']",['15.5']
Maple Creek Elementary,Unknown,/Users/georgiachanning/LA/SARC_tables/12629356008031_tables.txt,Unknown,Unknown,['50.0']
Calistoga Elementary,31.71,/Users/georgiachanning/LA/SARC_tables/28662416026744_tables.txt,52.78,['4.5'],[]
Vista Verde Elementary School,4.00,/Users/georgiachanning/LA/SARC_tables/36739570110718_tables.txt,26.77,Unknown,['84.0']
Browns Valley Elementary,41.18,/Users/georgiachanning/LA/SARC_tables/28662666026785_tables.txt,62.98,['1.0'],['32.0']
Mission Estancia Elementary,44.64,/Users/georgiachanning/LA/SARC_tables/37680806108534_tables.txt,80.59,['2.0'],['10.6']
District Name Menifee Union Elementary,99.03,/Users/georgiachanning/LA/SARC_tables/33671160119206_tables.txt,53.00,['.1'],['67.1']
Majestic Way Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/43693776095343_tables.txt,71.43,Unknown,['29.5']
Pine Hill Elementary,Unknown,/Users/georgiachanning/LA/SARC_tables/12630326008163_tables.txt,Unknown,['.1'],['74.0']
Margaret Sheehy Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/24657716025688_tables.txt,Unknown,['.1'],['91.5']
Morningside Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/15634046117915_tables.txt,61.02,['1.5'],['65.1']
District Name Thermalito Union Elementary School District,Unknown,/Users/georgiachanning/LA/SARC_tables/04615496121016_tables.txt,Unknown,['.1'],['100.0']
Sunset Ridge Elementary School,8.70,/Users/georgiachanning/LA/SARC_tables/41689326044069_tables.txt,36.67,['1.0'],['37.1']
Kid Street Learning Center Charter School,Unknown,/Users/georgiachanning/LA/SARC_tables/49709126116958_tables.txt,Unknown,"['.4', '.1']",['72.4']
Cypress Elementary,9.09,/Users/georgiachanning/LA/SARC_tables/45701106050470_tables.txt,76.7,['1.0'],['93.6']
Sundown Elementary School,97.75,/Users/georgiachanning/LA/SARC_tables/19651026111520_tables.txt,35.26,"['3.2', '.1']",['53.9']
Pleasant View Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/54720586054217_tables.txt,17.76,"['.5', '.1']",['90.9']
Fall River Elementary School,28.57,/Users/georgiachanning/LA/SARC_tables/45699896050280_tables.txt,41.67,Unknown,['59.7']
Banyan Elementary,Unknown,/Users/georgiachanning/LA/SARC_tables/36675956114649_tables.txt,Unknown,Unknown,['37.70']
Paloma Elementary,40.38,/Users/georgiachanning/LA/SARC_tables/37737916108872_tables.txt,80.19,Unknown,['34.0']
Carroll Fowler Elementary School,92.86,/Users/georgiachanning/LA/SARC_tables/50710436052427_tables.txt,22.68,['1.0'],['88.6']
Kimball Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/07616486003602_tables.txt,25.60,Unknown,['84.7']
Howard School,21.21,/Users/georgiachanning/LA/SARC_tables/20652436023972_tables.txt,38.23,Unknown,['76.8']
Victoria Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/33672156032775_tables.txt,38.92,['1.0'],['77.0']
John C Martinez Elementary,0.00,/Users/georgiachanning/LA/SARC_tables/10623646007041_tables.txt,25.98,['2.0'],['99.8']
Ridgemoor Elementary,28.30,/Users/georgiachanning/LA/SARC_tables/33671166113864_tables.txt,55.90,['1.0'],['48.9']
Fairwood Explorer Elementary School,96.15,/Users/georgiachanning/LA/SARC_tables/43696906049217_tables.txt,58.65,"['2.0', '.1']",['27.8']
Greentree Elementary School,95.35,/Users/georgiachanning/LA/SARC_tables/30736506089445_tables.txt,63.83,['2.0'],['25.5']
/Users/georgiachanning/LA/SARC_tables/07617966005011_tables.txt,100.00,/Users/georgiachanning/LA/SARC_tables/07617966005011_tables.txt,20.11,['2.0'],['97.1']
Pachappa Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/33672156032742_tables.txt,59.38,Unknown,['71.6']
Fairhaven Elementary School,95.65,/Users/georgiachanning/LA/SARC_tables/30666216029789_tables.txt,29.52,"['3.0', '.1']",['87.7']
Mariposa Elementary School,94.00,/Users/georgiachanning/LA/SARC_tables/36678436036545_tables.txt,71.89,['.5'],['32.7']
Monte Vista Elementary School,20.00,/Users/georgiachanning/LA/SARC_tables/49738826109169_tables.txt,49.16,['.5'],['42.7']
